 91370 1624.76  853.41 19.572  1.805 17.766  85   0 0.048 8392   9 0.040
 91400 1622.87  563.98 20.002  1.777 18.225  84   0 0.069 8367  15 0.041
 91413 1648.67  575.53 21.030  2.458 18.572  83   1 0.137 8363  13 0.050
 91425 1631.20  586.37 20.429  2.545 17.884  84   0 0.088 8360  19 0.027
 91427 1641.29  587.58 19.757  1.770 17.987  85   0 0.047 8365  19 0.030
 91438 1628.65  594.73 19.785  1.946 17.839  84   0 0.045 8372  12 0.026
 91460 1636.12  607.49 20.766  2.192 18.574  85   0 0.111 8364  10 0.048
 91478 1620.29  623.09 20.759  2.365 18.394  84   0 0.106 8365  16 0.041
 91480 1643.87  623.37 20.814  2.290 18.523  85   0 0.107 8370  14 0.049
 91500 1628.56  634.35 20.823  2.555 18.268  84   1 0.118 8365  15 0.036
 91536 1641.52  667.59 19.557  1.396 18.161  85   0 0.049 8384  13 0.062
 91558 1643.33  681.41 99.999  9.999 18.001   0   0 9.999 8387   8 0.045
 91586 1646.84  702.25 20.650  2.131 18.518  83   1 0.103 8375  15 0.052
 91608 1643.73  718.82 20.728  2.210 18.518  85   0 0.137 8368  16 0.048
 91635 1637.28  746.28 20.885  2.335 18.549  84   0 0.114 8371  12 0.050
 91653 1634.65  762.56 20.694  2.348 18.347  83   1 0.097 8371  17 0.042
 91655 1618.39  767.08 19.658  1.756 17.901  85   0 0.041 8370  17 0.029
 91662 1629.92  769.45 20.953  2.413 18.540  84   0 0.157 8369  18 0.050
 91677 1618.44  781.41 20.290  2.119 18.171  84   0 0.074 8375  14 0.035
 91687 1642.01  794.02 20.029  2.104 17.925  85   0 0.058 8378  14 0.032
 91693 1643.63  797.02 20.785  2.639 18.146  85   0 0.129 8384  12 0.045
 91704 1619.30  806.05 20.201  2.194 18.006  85   0 0.079 8388  12 0.055
 91720 1640.17  828.25 20.850  2.243 18.607  85   0 0.134 8379  16 0.065
 91723 1641.30  824.28 99.999  9.999 18.387   0   0 9.999 8387  11 0.086
 91732 1638.63  830.88 20.284  2.041 18.243  84   0 0.074 8381  14 0.043
 91748 1618.58  851.87 21.187  2.812 18.376  85   0 0.183 8386  11 0.054
 92068 1633.92  612.54 21.914  2.540 19.374  85   0 0.326 8355  11 0.097
 92084 1616.37  763.96 99.999  9.999 19.054   0   0 9.999 8355  24 0.080
 92085 1633.93  770.92 21.344  1.955 19.388  83   1 0.177 8353  19 0.106
 92086 1615.12  783.23 99.999  9.999 19.266   0   0 9.999 8369  11 0.096
 92097 1648.27  860.95 99.999  9.999 19.246   0   0 9.999 8382  12 0.104
 92142 1616.05  562.33 21.310  1.733 19.577  86   0 0.230 8356  16 0.138
 92170 1642.03  571.62 21.530  2.400 19.130  84   1 0.216 8363   9 0.084
 92186 1634.65  577.31 21.536  2.755 18.781  85   0 0.259 8364  12 0.060
 92209 1622.56  584.96 21.695  2.433 19.262  85   0 0.267 8365   6 0.091
 92273 1646.47  615.17 21.360  2.279 19.081  85   0 0.163 8366  10 0.080
 92294 1639.02  623.51 21.311  2.696 18.614  84   0 0.174 8368  13 0.051
 92295 1646.94  620.36 99.999  9.999 19.685   0   0 9.999 8359  10 0.144
 92315 1637.39  628.34 21.526  2.723 18.804  84   0 0.222 8364  12 0.061
 92319 1648.20  628.56 21.286  1.949 19.337  84   0 0.193 8310  24 0.141
 92327 1632.44  630.82 21.623  2.458 19.165  82   0 0.254 8359  12 0.082
 92333 1639.90  633.42 21.545  2.378 19.167  86   0 0.228 8364  13 0.093
 92347 1619.86  639.44 21.659  2.490 19.169  83   0 0.234 8364  12 0.080
 92358 1635.84  641.78 21.730  2.444 19.285  84   0 0.268 8358  11 0.094
 92364 1645.37  645.89 21.301  2.271 19.030  85   0 0.202 8372  12 0.094
 92379 1627.40  649.57 21.725  2.667 19.058  83   0 0.271 8366   9 0.074
 92392 1635.99  652.04 21.592  2.502 19.090  84   0 0.225 8364  14 0.075
 92410 1639.18  658.08 99.999  9.999 19.197   0   0 9.999 8357  15 0.113
 92449 1625.28  673.19 21.683  2.039 19.644  84   0 0.227 8356   8 0.163
 92487 1626.97  684.84 21.506  2.197 19.309  83   1 0.221 8364  14 0.094
 92504 1641.47  691.23 21.210  2.197 19.013  84   0 0.176 8369  13 0.074
 92514 1620.35  693.36 20.156  1.212 18.944  85   0 0.068 8374  16 0.080
 92521 1648.97  698.14 21.183  2.023 19.160  84   0 0.183 8369  14 0.084
 92537 1639.29  702.69 21.107  1.980 19.127  82   1 0.157 8360  15 0.084
 92548 1644.80  707.58 20.567  1.508 19.059  84   0 0.109 8370  12 0.078
 92575 1635.68  714.96 99.999  9.999 19.454   0   0 9.999 8355  12 0.107
 92590 1645.86  725.13 21.085  2.287 18.797  86   0 0.167 8366  16 0.063
 92591 1625.97  725.05 21.584  2.116 19.467  83   1 0.199 8359  12 0.115
 92601 1647.19  734.07 21.119  2.123 18.996  85   0 0.166 8365  18 0.078
 92645 1636.28  742.30 21.480  2.229 19.251  83   1 0.192 8369   8 0.097
 92647 1649.70  745.79 20.974  2.030 18.944  85   0 0.141 8381  12 0.097
 92653 1628.31  745.10 99.999  9.999 19.631   0   0 9.999 8351   7 0.150
 92665 1632.60  750.48 99.999  9.999 18.799   0   0 9.999 8374  13 0.085
 92681 1633.86  757.15 99.999  9.999 19.013   0   0 9.999 8368  19 0.084
 92692 1646.42  759.44 21.300  2.368 18.932  85   0 0.200 8360  16 0.069
 92705 1640.66  765.13 21.155  2.277 18.877  85   0 0.183 8370  13 0.067
 92732 1645.40  772.28 21.743  2.650 19.093  84   0 0.245 8366  14 0.092
 92768 1626.79  784.60 21.416  2.053 19.363  85   0 0.237 8358  17 0.102
 92770 1645.21  785.83 99.999  9.999 19.202   0   0 9.999 8362  10 0.089
 92810 1635.87  802.85 20.765  1.953 18.812  84   0 0.126 8375  10 0.069
 92828 1641.19  808.59 21.198  2.413 18.785  85   0 0.189 8360  20 0.081
 92833 1648.78  809.45 21.434  2.208 19.225  84   0 0.222 8355  16 0.120
 92839 1617.04  811.47 21.161  1.953 19.208  85   0 0.169 8357  22 0.095
 92844 1644.46  812.54 99.999  9.999 19.430   0   0 9.999 8200   5 0.245
 92868 1618.17  824.97 99.999  9.999 19.286   0   0 9.999 8357  14 0.097
 92869 1646.69  824.15 99.999  9.999 19.108   0   0 9.999 8373   1 0.179
 92884 1631.14  832.46 21.819  2.583 19.236  84   0 0.311 8377  11 0.104
 92905 1623.50  840.34 21.399  2.514 18.885  84   0 0.219 8375  11 0.079
 92910 1648.04  840.90 99.999  9.999 19.318   0   0 9.999 8364  10 0.111
 92915 1616.65  843.03 20.728  2.067 18.662  84   0 0.113 8374  13 0.067
 92928 1633.74  846.85 21.293  2.379 18.914  86   0 0.176 8375  10 0.070
 92957 1638.15  860.65 21.566  2.034 19.532  86   0 0.236 8372  11 0.124
 93666 1616.94  674.85 99.999  9.999 19.448   0   0 9.999 8352  11 0.137
 93669 1628.44  848.88 99.999  9.999 18.808   0   0 9.999 8390   6 0.112
 93728 1638.60  610.47 99.999  9.999 20.087   0   0 9.999 8331  10 0.190
 93731 1615.97  807.80 99.999  9.999 19.478   0   0 9.999 8352  14 0.147
 93756 1648.90  730.01 99.999  9.999 19.007   0   0 9.999 8380   9 0.094
 93760 1614.13  755.24 99.999  9.999 19.481   0   0 9.999 8359  14 0.116
 93761 1645.42  764.53 99.999  9.999 19.623   0   0 9.999 8339  17 0.131
 93766 1632.14  801.66 99.999  9.999 19.397   0   0 9.999 8362  20 0.117
 93797 1641.80  562.00 99.999  9.999 19.374   0   0 9.999 8353  14 0.110
 93810 1619.05  563.43 99.999  9.999 19.194   0   0 9.999 8360  13 0.105
 93813 1629.07  567.12 99.999  9.999 19.613   0   0 9.999 8345  12 0.132
 93840 1638.14  572.03 99.999  9.999 19.616   0   0 9.999 8349   9 0.126
 93846 1628.18  576.90 99.999  9.999 19.792   0   0 9.999 8329  18 0.147
 93854 1640.27  576.51 99.999  9.999 20.209   0   0 9.999 8307  12 0.208
 93918 1648.03  594.20 21.589  2.119 19.469  85   0 0.241 8314   8 0.148
 93927 1618.53  594.60 99.999  9.999 19.806   0   0 9.999 8330   9 0.144
 93940 1614.40  599.48 99.999  9.999 19.828   0   0 9.999 8333  14 0.144
 93941 1628.42  600.88 99.999  9.999 19.702   0   0 9.999 8344   5 0.129
 93949 1636.27  602.97 99.999  9.999 20.110   0   0 9.999 8320  15 0.186
 93953 1622.30  603.93 99.999  9.999 19.776   0   0 9.999 8337   9 0.136
 94009 1619.44  618.88 99.999  9.999 19.889   0   0 9.999 8332  10 0.155
 94018 1626.41  620.87 99.999  9.999 19.799   0   0 9.999 8337  13 0.147
 94046 1644.75  629.22 99.999  9.999 19.849   0   0 9.999 8293   5 0.192
 94053 1616.17  630.40 99.999  9.999 19.832   0   0 9.999 8338  14 0.143
 94061 1622.43  630.23 99.999  9.999 20.102   0   0 9.999 8314  14 0.183
 94089 1616.62  637.75 99.999  9.999 19.503   0   0 9.999 8358  13 0.110
 94098 1630.71  644.12 99.999  9.999 19.857   0   0 9.999 8344  12 0.153
 94106 1641.74  642.97 99.999  9.999 19.900   0   0 9.999 8352   5 0.198
 94112 1618.03  648.29 21.884  2.411 19.473  82   0 0.281 8359  17 0.104
 94113 1619.26  644.21 99.999  9.999 20.030   0   0 9.999 8325  15 0.172
 94134 1614.01  650.15 99.999  9.999 19.692   0   0 9.999 8354  11 0.127
 94144 1622.69  651.56 99.999  9.999 19.756   0   0 9.999 8349  18 0.140
 94145 1648.26  652.20 99.999  9.999 19.298   0   0 9.999 8370  16 0.112
 94181 1614.25  660.91 99.999  9.999 19.888   0   0 9.999 8346  13 0.182
 94187 1632.27  662.55 99.999  9.999 19.483   0   0 9.999 8376   8 0.134
 94197 1649.43  669.64 99.999  9.999 19.978   0   0 9.999 8290   9 0.193
 94204 1625.83  668.16 99.999  9.999 19.768   0   0 9.999 8346  12 0.148
 94223 1634.51  671.53 99.999  9.999 19.812   0   0 9.999 8367   9 0.165
 94244 1649.24  677.07 99.999  9.999 19.753   0   0 9.999 8304   6 0.176
 94261 1630.48  681.46 21.617  2.003 19.614  83   1 0.273 8355  14 0.128
 94288 1616.48  687.12 99.999  9.999 19.934   0   0 9.999 8338  16 0.188
 94294 1647.76  688.20 99.999  9.999 19.684   0   0 9.999 8368   7 0.162
 94299 1636.96  693.89 99.999  9.999 19.356   0   0 9.999 8363  14 0.097
 94307 1643.58  694.52 99.999  9.999 19.939   0   0 9.999 8344  10 0.169
 94330 1619.93  701.66 21.744  2.247 19.498  85   0 0.271 8369  13 0.120
 94337 1615.22  701.25 99.999  9.999 19.817   0   0 9.999 8379   9 0.168
 94338 1624.29  701.46 99.999  9.999 19.392   0   0 9.999 8369  10 0.099
 94339 1634.60  702.00 99.999  9.999 19.437   0   0 9.999 8347  18 0.108
 94340 1641.71  701.25 99.999  9.999 20.679   0   0 9.999 8115   4 0.318
 94363 1615.83  707.42 99.999  9.999 19.565   0   0 9.999 8367  11 0.123
 94371 1620.38  707.97 21.965  2.477 19.487  82   0 0.322 8368   9 0.109
 94376 1635.48  708.27 99.999  9.999 19.919   0   0 9.999 8320  10 0.166
 94381 1624.35  712.52 99.999  9.999 19.565   0   0 9.999 8357  11 0.116
 94403 1618.53  718.88 99.999  9.999 19.530   0   0 9.999 8353  22 0.123
 94410 1626.18  720.25 99.999  9.999 19.547   0   0 9.999 8347  17 0.116
 94442 1631.56  729.17 22.092  2.213 19.879  78   0 0.335 8328  14 0.154
 94457 1632.13  733.47 99.999  9.999 20.206   0   0 9.999 8321   4 0.207
 94462 1615.79  735.19 99.999  9.999 19.602   0   0 9.999 8358  16 0.124
 94477 1625.70  738.63 99.999  9.999 19.797   0   0 9.999 8337   9 0.154
 94487 1614.45  742.28 99.999  9.999 19.885   0   0 9.999 8346   8 0.173
 94493 1647.48  740.24 99.999  9.999 19.823   0   0 9.999 8351  17 0.158
 94511 1649.09  750.38 99.999  9.999 19.460   0   0 9.999 8368  15 0.137
 94525 1618.84  753.97 99.999  9.999 19.494   0   0 9.999 8354  19 0.125
 94585 1629.45  764.91 99.999  9.999 20.481   0   0 9.999 8203   8 0.280
 94605 1621.35  768.20 99.999  9.999 19.963   0   0 9.999 8335  15 0.185
 94606 1636.09  768.72 99.999  9.999 19.881   0   0 9.999 8333  11 0.164
 94611 1614.34  771.77 99.999  9.999 19.802   0   0 9.999 8355  15 0.153
 94624 1631.56  773.01 99.999  9.999 19.867   0   0 9.999 8337  10 0.164
 94633 1623.11  775.53 99.999  9.999 19.894   0   0 9.999 8340  10 0.162
 94634 1636.56  776.27 99.999  9.999 19.543   0   0 9.999 8354  14 0.118
 94646 1645.15  775.79 99.999  9.999 19.325   0   0 9.999 8367  13 0.126
 94665 1639.68  787.23 99.999  9.999 19.333   0   0 9.999 8356  19 0.101
 94697 1627.50  793.26 99.999  9.999 19.810   0   0 9.999 8340  16 0.159
 94702 1619.52  795.21 99.999  9.999 19.608   0   0 9.999 8341  13 0.172
 94711 1649.43  797.96 99.999  9.999 19.742   0   0 9.999 8362  14 0.177
 94715 1636.13  799.57 99.999  9.999 19.564   0   0 9.999 8363  13 0.131
 94734 1628.51  805.08 99.999  9.999 19.902   0   0 9.999 8360   4 0.222
 94757 1638.29  812.64 99.999  9.999 20.114   0   0 9.999 8013   4 0.298
 94767 1623.25  812.70 22.683  2.566 20.117  70   0 0.550 8339  10 0.207
 94787 1635.01  817.28 99.999  9.999 19.911   0   0 9.999 8282   8 0.228
 94797 1624.80  822.51 99.999  9.999 19.544   0   0 9.999 8355  22 0.122
 94812 1636.43  824.90 99.999  9.999 19.490   0   0 9.999 8363  10 0.149
 94829 1634.69  829.71 99.999  9.999 19.229   0   0 9.999 8380  10 0.100
 94839 1627.54  832.05 99.999  9.999 19.494   0   0 9.999 8362  17 0.118
 94840 1643.37  833.62 99.999  9.999 19.803   0   0 9.999 8354  14 0.161
 94920 1637.04  849.45 99.999  9.999 19.779   0   0 9.999 8341  16 0.152
 94962 1621.76  861.88 99.999  9.999 19.451   0   0 9.999 8377  13 0.129
 95936 1617.12  623.16 99.999  9.999 19.766   0   0 9.999 8351  10 0.142
 95973 1647.36  705.96 20.567  1.427 19.140  84   0 0.109 8379   3 0.144
 95995 1622.70  673.30 99.999  9.999 20.004   0   0 9.999 8295   5 0.254
 95996 1629.74  846.50 99.999  9.999 20.045   0   0 9.999 8339   4 0.231
 96021 1638.34  563.60 99.999  9.999 19.886   0   0 9.999 8332  17 0.167
 96036 1619.66  571.27 99.999  9.999 20.694   0   0 9.999 8092   1 0.353
 96040 1627.93  573.40 99.999  9.999 20.553   0   0 9.999 8147   2 0.294
 96050 1625.00  580.66 99.999  9.999 20.119   0   0 9.999 8297  13 0.198
 96063 1619.79  589.16 99.999  9.999 19.860   0   0 9.999 8337  15 0.150
 96073 1623.66  595.00 99.999  9.999 20.227   0   0 9.999 8303   8 0.213
 96106 1624.41  614.10 99.999  9.999 20.115   0   0 9.999 8304  15 0.189
 96110 1638.84  614.72 99.999  9.999 20.518   0   0 9.999 8269   6 0.266
 96113 1629.29  615.57 99.999  9.999 20.447   0   0 9.999 8266   4 0.256
 96138 1628.08  640.54 99.999  9.999 20.450   0   0 9.999 8276   3 0.255
 96159 1622.59  657.95 99.999  9.999 20.485   0   0 9.999 8244   2 0.266
 96173 1647.91  665.03 99.999  9.999 20.379   0   0 9.999 8113   3 0.270
 96182 1629.95  670.25 99.999  9.999 20.677   0   0 9.999 8244   3 0.315
 96183 1639.60  673.45 99.999  9.999 20.175   0   0 9.999 8325   7 0.215
 96201 1623.68  683.71 99.999  9.999 20.310   0   0 9.999 8300   5 0.240
 96202 1634.57  683.87 99.999  9.999 20.543   0   0 9.999 8250   5 0.279
 96221 1624.38  695.84 99.999  9.999 19.922   0   0 9.999 8344   8 0.172
 96272 1626.00  729.94 99.999  9.999 20.807   0   0 9.999 8092   3 0.344
 96278 1631.59  739.11 99.999  9.999 20.721   0   0 9.999 8107   4 0.317
 96299 1643.19  749.44 99.999  9.999 20.370   0   0 9.999 8271  10 0.235
 96306 1638.77  750.64 99.999  9.999 20.881   0   0 9.999 7936   1 0.361
 96324 1640.76  760.67 99.999  9.999 20.768   0   0 9.999 8017   5 0.333
 96351 1639.25  781.57 99.999  9.999 19.941   0   0 9.999 8329  10 0.172
 96368 1632.86  791.17 99.999  9.999 19.903   0   0 9.999 8334  15 0.166
 96377 1625.04  797.06 99.999  9.999 19.895   0   0 9.999 8278   5 0.256
 96394 1631.49  810.88 99.999  9.999 20.854   0   0 9.999 7864   1 0.378
 96418 1623.57  818.83 99.999  9.999 20.014   0   0 9.999 8338  12 0.189
 96449 1624.21  837.23 99.999  9.999 20.219   0   0 9.999 8309  10 0.234
 96488 1628.34  858.12 99.999  9.999 20.367   0   0 9.999 8285   6 0.271
 96489 1634.48  856.77 99.999  9.999 20.287   0   0 9.999 8289   6 0.238
 96959 1647.03  709.14 99.999  9.999 20.075   0   0 9.999 8305   2 0.284
 96961 1629.36  784.02 99.999  9.999 19.451   0   0 9.999 8361  15 0.111
131475 1662.78  425.91 15.724  1.782 13.942  86   0 0.007 8271  49 0.006
131478 2013.64  450.49 17.366  3.823 13.543  86   0 0.045 8198   1 0.019
