# Name          Type     to          uo       tE     rho      log_s   log_q   alpha   f_source  g_blending to-time_anomaly 
# 
WFIRST_0231.dat GLPlanet 2460964.190 0.129930 34.717 0.001031 0.10925 -5.10053 -2.88319 757.53832 0.000 -17.066
WFIRST_0309.dat GLPlanet 2460956.470 0.438702 24.963 0.002052 0.23890 -5.29051 -2.75252 1185.47049 0.000 -26.712
WFIRST_2072.dat GLPlanet 2460960.566 0.400109 68.588 0.002919 0.09369 -5.28487 -1.16853 169.96564 0.000 11.676
WFIRST_1167.dat GLPlanet 2460945.666 0.328170 59.363 0.001051 0.08923 -5.23886 -0.91575 698.56338 0.000 14.965
WFIRST_0588.dat GLPlanet 2460956.986 0.359470 33.405 0.002864 0.10843 -5.31344 -2.34854 129.76188 0.000 -11.826
WFIRST_0248.dat NCPlanet 2460954.421 0.026615 34.105 0.000950 0.15906 -5.98223 -0.03364 23.60769 0.000 25.530
WFIRST_0017.dat NCPlanet 2460958.412 0.492206 97.545 0.003850 0.12034 -5.46213 -1.04831 132.45945 0.000 27.324
WFIRST_2224.dat NCPlanet 2460957.029 0.309638 76.564 0.001774 0.09555 -5.30184 -2.37723 73.53126 0.000 -24.514
WFIRST_0810.dat NCPlanet 2460970.621 0.026003 15.548 0.009719 0.15272 -5.62451 -0.01591 54.98027 0.000 11.160
WFIRST_1244.dat NCPlanet 2460961.269 0.039494 20.229 0.003950 0.21461 -5.49893 -3.10896 34.82533 0.000 -20.805
WFIRST_0347.dat HMPlanet 2460956.622 0.000079 91.271 0.000029 0.19418 -5.16030 2.43688 147.19115 0.000 0.000
WFIRST_0205.dat HMPlanet 2460949.615 0.000083 57.452 0.000056 0.20526 -5.05856 -1.95118 59.17391 0.000 0.000
WFIRST_0221.dat HMPlanet 2460969.392 0.000053 64.364 0.000081 0.09553 -5.02012 0.90208 3440.06824 0.000 0.000
WFIRST_2096.dat HMPlanet 2460962.041 0.000023 90.842 0.000810 0.08676 -5.11603 1.98391 2724.71129 0.000 0.000
WFIRST_0495.dat HMPlanet 2460947.859 0.000256 8.436 0.000081 0.11352 -5.83768 2.83508 3757.75128 0.000 0.000
