 63180 1595.32  314.61 18.838  2.899 15.939  14   0 0.021  254   1 0.007
 63182 1809.33  336.18 18.710  2.377 16.333  14   0 0.031  253   2 0.018
 63183 1656.47  342.20 18.928  3.215 15.713  14   0 0.022  252   3 0.006
 63186 1436.74  353.07 18.425  2.875 15.550  14   0 0.028  253   2 0.006
 63187 1598.49  353.23 18.341  2.911 15.431  14   0 0.020  254   1 0.007
 63189 1805.73  355.98 18.509  2.379 16.130  14   0 0.021  252   3 0.007
 63190 1451.50  370.80 18.298  2.061 16.238  14   0 0.014  255   1 0.006
 63192 1408.65  378.06 18.868  2.602 16.266  14   0 0.019  255   1 0.007
 63195 1425.43  398.71 18.091  2.615 15.476  14   0 0.017  255   1 0.006
 63197 1701.18  410.18 17.937  1.663 16.274  14   0 0.142  256   0 0.138
 63198 1686.45  411.89 18.655  2.807 15.848  14   0 0.030  253   3 0.009
 63200 1492.50  416.83 17.039  1.489 15.550  14   0 0.007  254   2 0.005
 63202 1681.09  422.35 17.939  2.269 15.670  14   0 0.018  255   1 0.009
 63206 1423.19  443.06 18.627  2.568 16.059  14   0 0.026  254   2 0.006
 63209 1519.29  444.27 18.613  2.506 16.107  14   0 0.018  254   2 0.007
 63339 1464.41  250.28 19.344  2.159 17.185  14   0 0.043  245   1 0.021
 63340 1811.41  338.34 19.677  2.993 16.684  14   0 0.090  255   0 0.037
 63342 1703.50  407.60 99.999  9.999 17.799   0   0 9.999  256   0 0.241
 63343 1681.55  425.53 20.372  3.465 16.907  14   0 0.074  256   0 0.025
 63353 1471.83  151.46 19.331  9.999 99.999   6   0 0.069    0   0 9.999
 63357 1587.10  156.89 19.464  9.999 99.999   7   0 0.056    0   0 9.999
 63359 1741.80  157.57 19.249  1.956 17.292   6   0 0.097  116   1 0.069
 63366 1708.56  170.76 19.074  2.163 16.911   7   0 0.047  160   1 0.059
 63368 1387.11  172.30 19.585  2.299 17.287   7   0 0.068  163   1 0.028
 63372 1481.89  177.68 19.608  2.739 16.869   9   0 0.090  169   0 0.020
 63373 1628.84  182.47 18.820  2.432 16.388   9   0 0.023  183   0 0.009
 63374 1655.83  183.52 19.274  2.036 17.238   9   0 0.053  183   1 0.019
 63376 1811.96  187.11 19.240  2.562 16.678  11   0 0.042  188   3 0.011
 63379 1664.72  190.03 19.225  2.377 16.848  11   0 0.029  193   1 0.013
 63382 1656.15  195.83 19.537  2.810 16.728  11   0 0.051  200   1 0.012
 63385 1743.89  199.36 19.466  2.590 16.876  12   0 0.044  205   1 0.027
 63392 1389.14  212.57 18.803  2.423 16.381  13   0 0.024  225   1 0.009
 63393 1657.52  215.22 18.876  2.502 16.375  12   1 0.022  228   1 0.010
 63394 1797.12  215.31 19.180  2.669 16.511  13   0 0.034  230   0 0.009
 63396 1809.81  215.80 19.083  2.551 16.531  13   0 0.037  226   4 0.009
 63401 1452.83  221.67 19.456  2.640 16.816  13   0 0.065  233   0 0.010
 63402 1509.35  224.94 18.779  2.289 16.489  13   0 0.020  234   0 0.008
 63405 1495.67  228.33 19.204  2.648 16.555  14   0 0.031  235   1 0.008
 63406 1788.90  229.10 18.795  2.167 16.628  12   1 0.028  233   3 0.011
 63408 1747.16  233.26 19.761  2.745 17.016  14   0 0.064  236   3 0.018
 63409 1669.83  235.89 19.843  2.746 17.098  14   0 0.081  240   1 0.013
 63410 1408.62  238.28 19.635  2.578 17.058  14   0 0.031  241   2 0.011
 63411 1451.41  240.86 19.404  2.833 16.571  14   0 0.031  243   0 0.009
 63412 1512.03  240.57 19.611  2.606 17.005  14   0 0.040  243   0 0.011
 63414 1793.03  243.38 19.540  2.467 17.073  14   0 0.036  242   2 0.014
 63415 1533.16  244.59 19.978  2.741 17.236  13   1 0.047  241   4 0.014
 63418 1457.86  261.12 19.748  2.565 17.184  14   0 0.044  245   3 0.014
 63421 1635.19  267.41 19.229  2.416 16.813  13   1 0.018  248   1 0.012
 63422 1647.25  268.92 19.359  2.550 16.809  14   0 0.041  248   1 0.014
 63426 1482.26  274.74 19.922  2.829 17.093  13   1 0.031  250   0 0.017
 63427 1461.97  276.85 19.091  2.743 16.348  13   1 0.027  250   0 0.008
 63429 1780.69  279.61 19.111  2.815 16.296  14   0 0.036  248   2 0.008
 63431 1586.03  281.66 19.853  2.810 17.043  14   0 0.061  247   3 0.023
 63434 1770.65  287.20 19.337  2.594 16.743  14   0 0.042  249   0 0.010
 63435 1634.50  287.98 19.402  2.596 16.806  14   0 0.029  249   2 0.011
 63436 1830.21  288.63 19.029  2.726 16.303  14   0 0.028  249   2 0.008
 63437 1512.91  288.82 19.362  2.549 16.812  13   1 0.029  249   2 0.011
 63439 1390.31  294.07 18.469  1.686 16.782  14   0 0.020  249   2 0.009
 63442 1815.77  298.66 18.536  1.754 16.782  14   0 0.025  249   3 0.010
 63443 1611.69  301.23 18.739  1.780 16.959  14   0 0.016  250   4 0.010
 63445 1811.36  307.66 19.645  2.639 17.006  14   0 0.043  252   3 0.012
 63446 1531.43  308.28 18.485  1.664 16.821  14   0 0.028  254   1 0.009
 63447 1490.93  311.98 18.409  1.606 16.803  14   0 0.020  254   1 0.011
 63448 1627.71  312.69 19.519  2.489 17.030  14   0 0.044  253   2 0.011
 63449 1744.78  312.62 19.529  2.765 16.764  14   0 0.051  253   2 0.026
 63450 1518.52  317.76 19.223  2.309 16.915  14   0 0.052  253   2 0.014
 63453 1591.93  318.96 18.904  1.682 17.222  14   0 0.024  255   0 0.024
 63454 1719.57  319.86 19.067  2.502 16.566  14   0 0.026  253   2 0.013
 63457 1493.25  329.01 19.505  2.614 16.891  14   0 0.027  252   3 0.011
 63458 1714.97  330.51 19.237  2.649 16.588  14   0 0.029  252   3 0.012
 63461 1788.95  335.67 19.628  2.559 17.068  13   1 0.034  251   3 0.013
 63465 1581.78  343.97 18.916  2.526 16.390  14   0 0.021  253   2 0.008
 63469 1815.74  347.95 19.631  2.492 17.139  14   0 0.062  254   1 0.015
 63471 1502.37  352.27 19.064  2.534 16.529  14   0 0.032  254   1 0.009
 63472 1484.15  353.10 19.648  2.700 16.947  14   0 0.038  253   2 0.010
 63473 1686.98  353.55 19.657  2.567 17.090  14   0 0.066  254   1 0.018
 63474 1775.32  354.08 19.269  2.826 16.443  14   0 0.060  255   0 0.038
 63480 1409.64  364.43 18.966  2.429 16.537  13   1 0.027  253   3 0.008
 63483 1646.16  372.55 19.552  2.393 17.159  14   0 0.050  256   0 0.048
 63488 1738.12  379.18 18.898  2.440 16.458  14   0 0.039  253   3 0.011
 63490 1669.09  379.39 19.203  2.468 16.735  14   0 0.073  256   0 0.019
 63492 1417.16  385.24 19.257  2.486 16.771  14   0 0.041  255   1 0.009
 63498 1656.69  400.97 19.230  2.762 16.467  14   0 0.027  254   0 0.024
 63499 1825.33  402.66 18.331  1.911 16.419  14   0 0.017  255   1 0.008
 63501 1674.66  401.88 19.749  2.797 16.952  14   0 0.049  255   1 0.013
 63504 1693.42  409.78 19.476  2.496 16.980  14   0 0.061  256   0 0.029
 63505 1731.69  410.50 19.742  2.729 17.013  13   1 0.031  254   2 0.011
 63507 1561.36  412.63 19.851  2.763 17.088  14   0 0.069  255   1 0.013
 63508 1486.04  422.45 19.019  2.537 16.482  14   0 0.026  256   0 0.009
 63509 1523.30  423.60 18.629  2.089 16.540  14   0 0.025  255   1 0.010
 63513 1724.01  433.32 19.346  2.651 16.695  14   0 0.041  253   3 0.010
 63514 1685.02  435.25 19.454  2.448 17.006  14   0 0.036  256   0 0.015
 63515 1451.71  439.86 19.740  2.691 17.049  14   0 0.044  255   1 0.011
 63517 1553.65  443.49 18.832  1.691 17.141  14   0 0.028  254   2 0.012
 63518 1651.29  444.49 19.419  2.642 16.777  14   0 0.038  255   1 0.010
 63519 1379.21  446.45 19.039  2.423 16.616  14   0 0.034  255   1 0.009
 63520 1532.79  445.36 18.612  1.665 16.947  13   1 0.009  255   1 0.011
 63521 1608.41  448.16 19.105  2.480 16.624  14   0 0.033  255   1 0.009
 63525 1722.59  454.34 19.055  2.408 16.648  14   0 0.032  251   5 0.011
 63526 1623.68  457.90 19.072  2.525 16.547  14   0 0.023  256   0 0.009
 63527 1815.45  458.67 19.595  2.968 16.627  14   0 0.042  255   1 0.009
 63531 1624.66  466.82 18.586  1.881 16.705  14   0 0.015  256   0 0.010
 63533 1593.90  467.52 19.501  2.546 16.955  14   0 0.047  256   0 0.010
 63869 1700.86  405.73 20.827  1.972 18.855  11   0 0.527  239   0 0.353
 63871 1469.20  152.01 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 63873 1739.63  157.91 19.249  1.745 17.503   6   0 0.097  121   1 0.082
 63878 1706.48  171.26 19.074  2.070 17.004   7   0 0.047  161   0 0.066
 63879 1384.40  172.20 20.234  2.884 17.350   7   0 0.092  162   0 0.029
 63880 1658.05  182.94 19.274  1.879 17.395   9   0 0.053  182   0 0.022
 63884 1675.08  235.10 20.462  2.743 17.719  14   0 0.099  239   1 0.022
 63885 1463.68  260.46 20.326  2.436 17.889  14   0 0.107  247   1 0.027
 63887 1508.58  287.95 19.715  2.662 17.053  14   0 0.071  250   1 0.013
 63889 1651.90  380.53 20.319  9.999 99.999  14   0 0.303    0   0 9.999
 63892 1657.62  405.11 20.012  2.388 17.624  14   0 0.046  256   0 0.041
 63893 1690.40  407.92 99.999  9.999 18.937   0   0 9.999  255   1 0.087
 63894 1523.02  425.67 18.629  1.218 17.411  14   0 0.025  254   2 0.020
 63895 1685.95  432.33 99.999  9.999 18.374   0   0 9.999  255   1 0.040
 63934 1818.97  152.62 20.282  9.999 99.999   7   0 0.088    0   0 9.999
 63936 1409.29  156.16 18.230  9.999 99.999   7   0 0.010    0   0 9.999
 63937 1596.96  156.26 20.011  9.999 99.999   7   0 0.038    0   0 9.999
 63938 1432.93  157.98 18.854  1.494 17.360   6   1 0.026  124   2 0.053
 63941 1820.22  163.00 20.348  2.708 17.640   7   0 0.147  140   1 0.046
 63943 1676.86  168.55 19.990  2.774 17.217   7   0 0.106  158   0 0.019
 63947 1463.04  171.65 19.997  2.655 17.342   6   1 0.042  162   0 0.021
 63948 1693.47  173.74 18.743  1.628 17.115   9   0 0.028  164   0 0.040
 63951 1517.86  176.66 20.289  2.749 17.540   9   0 0.071  167   1 0.020
 63952 1553.41  177.61 19.765  1.971 17.793   8   1 0.058  169   0 0.025
 63954 1492.36  179.45 19.688  2.099 17.589   8   1 0.041  172   1 0.026
 63959 1464.80  187.39 19.796  2.475 17.321  11   0 0.062  190   0 0.015
 63961 1473.59  189.74 19.982  2.536 17.445  11   0 0.038  194   0 0.017
 63963 1505.12  195.85 19.077  1.783 17.293  11   0 0.033  201   0 0.014
 63966 1627.40  201.24 18.973  1.836 17.137  12   0 0.031  208   1 0.024
 63970 1821.58  204.23 18.750  1.600 17.150  12   0 0.034  217   1 0.012
 63971 1756.32  204.22 19.823  1.837 17.986  12   0 0.047  215   3 0.028
 63972 1384.59  206.65 19.885  2.606 17.279  12   0 0.055  221   0 0.015
 63974 1636.66  206.07 20.422  2.489 17.933  12   0 0.157  218   1 0.020
 63980 1747.99  214.21 20.538  2.689 17.849  13   0 0.094  224   4 0.046
 63983 1651.23  216.16 19.486  1.858 17.628  13   0 0.049  230   0 0.019
 63985 1699.89  219.97 99.999  9.999 17.487   0   0 9.999  228   3 0.027
 63986 1659.05  221.97 19.784  2.410 17.374  13   0 0.053  231   2 0.016
 63987 1679.50  226.69 18.780  1.634 17.145  13   0 0.024  234   1 0.019
 63988 1644.10  231.63 20.222  2.650 17.571  14   0 0.065  238   0 0.018
 63989 1646.40  227.98 19.675  1.676 17.999  12   1 0.026  236   0 0.024
 63990 1653.01  230.10 19.967  2.763 17.203  14   0 0.101  238   0 0.013
 63991 1688.35  230.13 19.923  2.303 17.620  14   0 0.072  237   0 0.021
 63994 1425.61  230.64 99.999  9.999 18.037   0   0 9.999  238   0 0.022
 63997 1802.93  241.87 19.981  2.328 17.653  14   0 0.090  241   3 0.037
 63998 1804.78  237.53 99.999  9.999 17.815   0   0 9.999  242   0 0.065
 63999 1465.14  239.47 19.934  2.013 17.921  14   0 0.097  242   1 0.022
 64001 1538.53  245.02 19.294  1.791 17.504  14   0 0.050  244   1 0.017
 64002 1566.33  245.32 20.107  2.757 17.350  14   0 0.063  245   0 0.014
 64003 1633.01  245.10 20.595  2.541 18.054  14   0 0.106  244   0 0.025
 64005 1685.68  248.49 19.881  2.551 17.331  14   0 0.076  245   1 0.015
 64007 1561.10  249.49 20.142  2.464 17.678  14   0 0.097  246   0 0.020
 64008 1570.27  252.55 19.845  2.288 17.558  14   0 0.050  245   1 0.017
 64012 1545.94  259.15 20.637  2.934 17.703  12   2 0.062  246   1 0.018
 64013 1650.51  262.52 19.817  2.670 17.147  14   0 0.048  247   1 0.014
 64014 1490.10  264.70 20.358  2.490 17.868  13   1 0.069  248   0 0.062
 64015 1642.39  267.60 18.716  1.497 17.219  14   0 0.023  248   1 0.018
 64020 1389.65  273.27 19.240  1.775 17.465  14   0 0.040  250   0 0.014
 64021 1450.71  273.10 20.086  2.033 18.053  14   0 0.061  250   0 0.025
 64022 1438.02  274.18 20.564  2.597 17.967  14   0 0.087  250   0 0.023
 64028 1434.32  284.60 20.213  2.557 17.655  14   0 0.116  250   0 0.019
 64029 1797.75  288.52 19.977  2.723 17.254  13   1 0.061  250   1 0.013
 64030 1495.97  288.92 20.151  2.414 17.737  13   1 0.044  250   1 0.019
 64033 1769.59  294.59 19.317  2.035 17.282  14   0 0.054  250   1 0.016
 64034 1820.74  294.23 20.340  2.737 17.603  14   0 0.086  250   1 0.019
 64039 1406.27  300.30 19.915  2.568 17.347  14   0 0.067  253   0 0.027
 64044 1740.43  309.39 19.878  2.543 17.335  14   0 0.069  253   1 0.034
 64045 1796.27  311.08 19.669  2.423 17.246  14   0 0.046  255   0 0.015
 64047 1677.16  311.95 20.138  2.474 17.664  14   0 0.061  254   1 0.019
 64049 1521.05  314.77 19.473  2.440 17.033  14   0 0.037  255   0 0.014
 64050 1739.49  313.42 20.194  2.734 17.461  14   0 0.133  252   2 0.061
 64051 1436.93  315.67 19.785  2.481 17.304  14   0 0.073  253   2 0.011
 64052 1689.52  314.37 19.575  1.834 17.741  14   0 0.062  254   1 0.020
 64053 1753.64  314.54 20.408  2.638 17.771  14   0 0.104  254   1 0.029
 64056 1671.95  315.56 20.286  2.645 17.641  14   0 0.076  252   3 0.015
 64057 1475.99  317.31 19.872  2.378 17.494  14   0 0.066  253   2 0.014
 64060 1519.22  324.51 21.050  1.794 19.255  13   0 0.168  255   0 0.063
 64061 1691.49  320.17 19.917  2.641 17.276  14   0 0.069  255   0 0.016
 64063 1614.23  320.57 19.248  1.676 17.573  14   0 0.048  255   0 0.016
 64064 1510.60  323.58 19.805  2.484 17.320  14   0 0.056  254   1 0.014
 64069 1396.97  325.70 20.386  2.365 18.021  14   0 0.109  254   1 0.022
 64070 1576.40  332.32 19.243  1.783 17.460  14   0 0.034  255   0 0.017
 64072 1461.47  335.14 19.298  1.725 17.573  14   0 0.037  254   1 0.016
 64075 1515.79  341.30 19.865  2.643 17.222  14   0 0.045  254   1 0.013
 64076 1450.35  341.37 19.782  1.803 17.979  14   0 0.060  254   1 0.022
 64078 1617.88  345.18 19.442  1.589 17.853  14   0 0.040  254   1 0.024
 64079 1596.87  350.38 19.272  1.849 17.423  14   0 0.061  254   1 0.030
 64083 1439.81  354.42 19.204  2.181 17.023  14   0 0.044  254   1 0.019
 64085 1476.03  356.45 20.232  2.481 17.751  14   0 0.055  255   0 0.019
 64086 1629.55  355.99 19.831  1.722 18.109  14   0 0.070  255   0 0.029
 64087 1661.68  357.64 19.863  2.588 17.275  13   1 0.056  255   0 0.017
 64088 1754.73  358.12 19.155  1.704 17.450  14   0 0.047  255   0 0.057
 64094 1520.00  364.05 19.744  2.249 17.495  14   0 0.065  254   2 0.019
 64095 1652.14  364.29 19.282  2.049 17.233  14   0 0.523  255   1 0.211
 64096 1552.38  370.05 20.025  2.288 17.737  13   1 0.041  256   0 0.089
 64098 1659.39  377.17 20.189  9.999 99.999  14   0 0.065    0   0 9.999
 64099 1484.30  379.11 19.522  1.618 17.904  13   1 0.040  255   1 0.018
 64101 1393.81  381.24 20.801  2.736 18.064  14   0 0.162  256   0 0.039
 64102 1431.55  388.40 19.176  1.744 17.432  14   0 0.036  255   1 0.014
 64103 1693.28  387.66 20.186  2.405 17.781  14   0 0.096  255   1 0.019
 64104 1423.68  392.20 20.434  2.402 18.032  14   0 0.104  256   0 0.031
 64108 1623.34  397.81 20.409  2.743 17.666  14   0 0.101  253   3 0.020
 64110 1421.55  398.13 19.391  2.298 17.093  13   1 0.038  255   1 0.024
 64111 1586.39  400.33 19.757  2.558 17.199  14   0 0.063  256   0 0.011
 64113 1408.53  404.49 20.418  2.550 17.868  14   0 0.081  254   2 0.019
 64114 1566.89  405.14 20.388  2.643 17.746  14   0 0.065  256   0 0.019
 64115 1782.77  408.89 20.090  2.297 17.793  14   0 0.120  256   0 0.034
 64121 1440.79  416.31 20.377  2.516 17.861  13   1 0.074  255   1 0.018
 64126 1709.51  426.40 20.099  2.618 17.481  14   0 0.065  254   2 0.018
 64128 1379.42  426.83 19.180  1.631 17.548  14   0 0.042  256   0 0.020
 64129 1591.87  427.21 20.382  2.440 17.942  14   0 0.081  255   1 0.021
 64135 1596.75  439.60 19.868  1.895 17.973  14   0 0.054  256   0 0.024
 64136 1793.39  443.11 20.263  2.825 17.438  14   0 0.165  255   1 0.021
 64138 1830.99  443.81 20.218  2.808 17.410  14   0 0.093  255   1 0.014
 64140 1779.91  450.16 19.123  1.766 17.357  14   0 0.045  254   2 0.018
 64142 1660.36  451.76 19.948  2.767 17.181  14   0 0.090  256   0 0.015
 64143 1739.76  451.62 19.984  2.692 17.292  14   0 0.068  254   1 0.015
 64145 1552.76  457.97 20.538  2.611 17.927  14   0 0.083  254   2 0.021
 64555 1589.45  317.97 18.904  1.451 17.453  14   0 0.024  255   0 0.040
 64557 1691.45  411.06 19.476  0.679 18.797  14   0 0.061  255   1 0.098
 64563 1821.63  149.01 21.288  9.999 99.999   5   1 0.134    0   0 9.999
 64564 1429.63  159.53 99.999  9.999 19.001   0   0 9.999  128   0 0.207
 64569 1555.70  176.96 19.765  1.884 17.881   8   1 0.058  168   0 0.034
 64574 1747.43  209.85 20.631  1.993 18.638  13   0 0.088  218   3 0.093
 64575 1807.48  243.16 21.738  2.317 19.421  14   0 0.309  243   0 0.172
 64576 1634.97  241.33 21.132  2.454 18.678  13   1 0.144  244   0 0.042
 64577 1560.75  252.99 20.800  2.850 17.950  13   1 0.090  246   0 0.022
 64578 1572.68  254.06 19.845  1.306 18.540  14   0 0.050  246   1 0.040
 64583 1438.56  287.23 21.207  2.814 18.393  14   0 0.275  249   1 0.040
 64588 1452.38  342.69 19.782  1.055 18.727  14   0 0.060  255   0 0.043
 64589 1624.84  347.76 19.983  1.966 18.017  14   0 0.053  255   0 0.026
 64590 1633.96  354.92 99.999  9.999 19.228   0   0 9.999  254   0 0.072
 64591 1554.91  370.32 20.025  2.035 17.990  13   1 0.041  254   1 0.111
 64592 1397.49  380.57 20.684  2.413 18.271  14   0 0.164  256   0 0.036
 64648 1523.89  143.45 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 64649 1732.60  146.04 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 64654 1415.88  151.60 21.110  9.999 99.999   6   0 0.101    0   0 9.999
 64655 1718.16  150.93 20.591  9.999 99.999   6   0 0.210    0   0 9.999
 64660 1488.11  157.30 20.623  2.526 18.097   7   0 0.105  125   2 0.106
 64661 1415.21  159.50 21.046  2.601 18.445   7   0 0.119  128   1 0.127
 64662 1584.60  157.70 99.999  9.999 18.229   0   0 9.999  126   0 0.136
 64667 1420.64  162.37 21.000  2.360 18.640   7   0 0.105  135   0 0.110
 64668 1773.90  164.60 20.772  1.499 19.272   7   0 0.095   54   0 0.681
 64670 1505.08  167.39 20.390  2.327 18.063   6   1 0.051  156   0 0.032
 64671 1442.53  168.81 20.121  2.129 17.992   7   0 0.085  158   0 0.027
 64673 1423.67  168.31 20.093  1.222 18.870   7   0 0.113  155   0 0.054
 64675 1606.40  170.07 20.202  1.814 18.388   7   0 0.127  160   0 0.036
 64676 1750.37  169.68 19.829  1.676 18.152   7   0 0.035  159   1 0.039
 64677 1622.19  173.36 20.488  2.025 18.463   8   0 0.136  164   0 0.049
 64678 1402.21  177.18 20.884  2.517 18.367   8   1 0.132  167   0 0.119
 64679 1470.52  177.49 20.746  2.531 18.215   9   0 0.171  168   1 0.042
 64680 1529.80  176.50 20.399  1.667 18.732   9   0 0.066  167   1 0.050
 64681 1580.43  175.64 20.511  1.758 18.753   9   0 0.125  167   0 0.153
 64682 1833.61  177.05 20.675  2.461 18.214   9   0 0.177  167   1 0.030
 64683 1433.54  178.55 19.978  1.585 18.394   9   0 0.056  172   0 0.032
 64684 1740.65  177.77 20.622  2.022 18.599   9   0 0.083  166   1 0.053
 64685 1696.11  179.86 20.525  2.159 18.366   9   0 0.175  171   0 0.082
 64688 1427.22  184.12 20.691  2.437 18.253   8   1 0.099  185   0 0.032
 64689 1475.68  183.69 20.577  1.795 18.782   9   0 0.112  184   1 0.066
 64690 1496.15  185.65 20.854  2.194 18.660  10   0 0.174  187   1 0.048
 64691 1625.03  187.23 99.999  9.999 19.520   0   0 9.999  188   2 0.102
 64694 1559.52  184.91 20.684  1.867 18.817   9   0 0.197  186   0 0.048
 64697 1755.71  186.13 21.246  2.516 18.730  11   0 0.238  184   2 0.052
 64703 1751.45  189.18 20.597  1.893 18.705  10   1 0.079  191   1 0.063
 64705 1483.85  191.32 20.478  2.347 18.131  11   0 0.114  196   0 0.047
 64707 1680.13  192.31 20.956  2.504 18.453  10   1 0.129  197   0 0.040
 64708 1805.06  192.92 20.607  1.838 18.770  11   0 0.109  196   0 0.058
 64709 1705.66  195.97 20.843  2.747 18.096  11   0 0.165  197   2 0.077
 64714 1837.80  196.95 20.472  2.152 18.320  11   0 0.097  201   1 0.053
 64715 1551.24  198.89 20.198  1.550 18.648  12   0 0.051  206   0 0.044
 64716 1824.00  200.23 21.302  2.803 18.499  12   0 0.184  209   0 0.041
 64719 1407.69  199.81 20.692  1.844 18.848  12   0 0.068  205   0 0.047
 64720 1727.71  201.09 20.109  2.146 17.963  10   1 0.038  199   0 0.506
 64721 1457.25  201.56 21.280  2.462 18.818  12   0 0.213  213   0 0.042
 64722 1602.03  201.63 21.148  2.312 18.836  10   1 0.175  213   0 0.044
 64725 1392.95  204.00 21.091  2.772 18.319  12   0 0.201  218   0 0.032
 64728 1721.36  207.17 21.031  4.697 16.335  13   0 0.741  126   0 0.956
 64729 1488.73  209.47 20.261  1.860 18.401  13   0 0.098  222   1 0.034
 64730 1471.25  208.68 20.994  2.187 18.807  13   0 0.188  222   0 0.039
 64733 1405.63  210.16 21.152  2.389 18.762  13   0 0.102  223   0 0.038
 64734 1575.78  213.36 19.917  1.893 18.024  13   0 0.066  225   0 0.021
 64738 1433.70  213.49 20.835  2.084 18.751  13   0 0.083  228   0 0.058
 64740 1466.08  215.94 21.172  2.513 18.659  13   0 0.198  230   0 0.040
 64744 1392.82  223.68 20.025  1.834 18.191  13   0 0.101  233   1 0.027
 64745 1689.11  222.80 19.940  1.708 18.232  13   0 0.095  234   0 0.038
 64746 1750.42  223.08 20.541  1.944 18.597  13   0 0.123  232   1 0.066
 64749 1490.62  224.83 21.434  2.619 18.815  12   0 0.262  233   1 0.046
 64750 1695.49  224.64 20.638  1.629 19.009  13   0 0.072  230   1 0.088
 64754 1632.02  229.22 20.273  1.790 18.483  13   1 0.077  235   1 0.032
 64756 1452.04  234.63 19.965  1.542 18.424  14   0 0.046  239   0 0.032
 64763 1735.61  239.94 21.111  2.208 18.903  13   0 0.166  241   2 0.075
 64768 1495.78  243.40 21.337  2.607 18.729  14   0 0.264  243   0 0.043
 64769 1681.26  243.13 20.458  1.729 18.729  14   0 0.106  243   0 0.045
 64770 1426.53  244.01 21.230  2.458 18.772  13   1 0.119  243   0 0.036
 64771 1524.54  246.49 20.273  1.872 18.401  14   0 0.098  244   0 0.029
 64773 1817.68  247.00 20.112  1.604 18.508  14   0 0.065  243   2 0.058
 64774 1715.14  248.31 21.095  2.358 18.737  14   0 0.153  245   1 0.047
 64776 1676.50  250.80 99.999  9.999 18.932   0   0 9.999  245   0 0.048
 64777 1683.32  252.46 20.322  1.727 18.595  13   1 0.038  245   1 0.044
 64779 1534.99  253.75 20.607  2.120 18.487  14   0 0.153  246   1 0.033
 64780 1551.70  254.31 20.520  1.919 18.600  14   0 0.148  245   2 0.035
 64781 1782.21  254.93 20.811  2.368 18.444  14   0 0.145  247   0 0.034
 64786 1391.79  258.96 20.812  2.189 18.623  14   0 0.117  246   1 0.032
 64788 1624.86  260.45 20.118  1.930 18.187  14   0 0.092  247   1 0.028
 64789 1752.44  258.96 20.940  2.103 18.838  13   1 0.095  244   3 0.043
 64792 1477.97  260.98 20.746  1.895 18.851  14   0 0.097  246   1 0.066
 64793 1617.50  261.75 20.555  1.915 18.639  13   1 0.053  248   0 0.037
 64794 1576.26  266.89 99.999  9.999 19.219   0   0 9.999  245   0 0.122
