   458  544.21  283.52 18.957  1.626 17.331  84   0 0.042 5113  16 0.038
   467  503.26  304.91 20.754  3.140 17.614  86   0 0.163 5344  13 0.030
   469  504.98  308.93 20.634  3.139 17.496  85   0 0.123 5387  13 0.027
   479  483.61  329.43 20.479  2.982 17.498  85   1 0.091 5494  11 0.027
   483  497.08  331.53 20.322  2.621 17.702  84   1 0.098 5505  17 0.056
   496  455.99  353.85 19.934  2.448 17.485  84   2 0.061 5516  11 0.027
   500  468.19  359.02 21.584  3.485 18.100  85   0 0.315 5513  12 0.046
   504  546.52  368.71 20.742  3.390 17.352  85   0 0.125 5518  13 0.027
   507  549.61  373.99 21.018  3.208 17.811  85   1 0.166 5517  11 0.044
   509  467.20  378.68 20.926  3.334 17.593  86   0 0.148 5515  12 0.028
   515  483.76  390.12 21.306  3.493 17.814  84   0 0.211 5516  11 0.035
   520  480.10  400.01 20.744  3.146 17.598  85   0 0.151 5516  14 0.029
   528  531.14  414.57 20.111  2.094 18.017  86   0 0.079 5516  17 0.057
   535  536.02  423.55 20.939  3.341 17.598  85   0 0.153 5514  15 0.038
   537  520.18  427.60 21.012  3.099 17.913  86   0 0.161 5514  13 0.039
   546  483.46  441.24 20.891  3.157 17.734  85   1 0.151 5512  13 0.035
   547  472.42  442.50 20.870  3.290 17.580  87   0 0.156 5520  11 0.038
   553  469.19  456.06 20.333  2.307 18.026  86   0 0.096 5516  10 0.045
   554  490.97  456.68 19.857  2.019 17.838  86   0 0.075 5507  13 0.036
   560  507.61  463.64 20.682  2.714 17.968  85   0 0.108 5515  11 0.040
   564  514.11  466.79 21.637  4.272 17.366  84   1 0.258 5509  18 0.025
   579  504.19  478.81 19.325  1.826 17.499  86   0 0.039 5518  10 0.027
   585  465.81  489.73 20.412  2.534 17.878  85   0 0.135 5510  14 0.036
   589  487.57  491.03 21.409  3.363 18.047  86   0 0.238 5513  12 0.043
   596  488.35  503.97 21.660  3.552 18.108  87   0 0.282 5516   9 0.045
   598  536.98  507.11 21.257  3.202 18.054  85   0 0.249 5517  11 0.044
   601  464.71  520.94 99.999  9.999 17.909   0   0 9.999 5523   9 0.042
   606  467.55  531.53 21.516  3.521 17.995  86   0 0.264 5519   5 0.042
   608  463.59  534.05 20.647  2.638 18.010  86   0 0.147 5518   9 0.043
   612  526.31  537.32 21.398  3.531 17.867  86   0 0.222 5517  11 0.038
   617  546.43  547.61 18.951  1.737 17.214  86   0 0.026 5514  17 0.025
   625  475.03  227.58 99.999  9.999 18.830   0   0 9.999 3747   6 0.110
   636  457.32  356.40 20.180  1.968 18.212  85   1 0.092 5514  12 0.051
   643  461.84  491.78 21.878  2.947 18.931  81   0 0.359 5509  12 0.102
   644  491.88  488.92 99.999  9.999 18.505   0   0 9.999 5514  15 0.075
   683  464.02  201.74 20.501  1.843 18.658  34   1 0.275 2535   8 0.088
   695  481.58  212.96 20.697  2.276 18.421  45   0 0.172 3069   5 0.065
   706  491.71  231.23 99.999  9.999 18.390   0   0 9.999 3887   3 0.070
   710  537.70  232.73 21.545  2.200 19.346  56   0 0.322 3921   7 0.187
   727  479.68  247.01 99.999  9.999 18.277   0   0 9.999 4372   8 0.055
   733  473.04  251.94 99.999  9.999 18.961   0   0 9.999 4494   6 0.095
   742  514.75  258.86 21.242  2.788 18.454  69   0 0.221 4661  10 0.062
   751  512.81  270.11 20.258  1.985 18.272  77   0 0.091 4883   9 0.054
   756  534.85  270.80 99.999  9.999 19.387   0   0 9.999 4847   8 0.264
   757  532.22  274.72 99.999  9.999 18.010   0   0 9.999 4955   5 0.283
   761  536.85  274.77 99.999  9.999 18.873   0   0 9.999 4872   0 0.355
   763  522.00  276.87 99.999  9.999 18.680   0   0 9.999 4993  13 0.101
   767  535.90  282.91 99.999  9.999 18.573   0   0 9.999 4775   2 0.310
   777  503.53  290.54 21.130  2.944 18.186  84   0 0.188 5211   7 0.048
   786  533.51  294.89 99.999  9.999 18.859   0   0 9.999 5236  11 0.109
   787  456.15  296.91 21.308  2.577 18.731  86   0 0.258 5268  10 0.085
   788  540.37  297.11 21.498  2.565 18.933  83   0 0.239 5267  11 0.104
   809  526.82  320.20 20.123  1.889 18.234  86   0 0.090 5442   6 0.050
   811  545.72  321.11 21.334  2.800 18.534  86   1 0.180 5448   9 0.077
   815  469.79  327.03 21.419  3.158 18.260  84   0 0.256 5482   6 0.050
   821  529.32  331.89 21.301  2.870 18.431  85   0 0.216 5493   5 0.056
   822  510.30  332.60 22.091  3.184 18.908  78   0 0.377 5491   6 0.091
   827  497.74  339.98 21.526  2.997 18.530  83   0 0.216 5505  13 0.080
   830  534.89  342.17 20.639  2.538 18.102  85   0 0.120 5506   4 0.043
   832  492.00  346.28 21.369  2.784 18.585  84   1 0.189 5507   7 0.067
   834  482.55  346.76 99.999  9.999 18.440   0   0 9.999 5499   9 0.057
   852  458.10  365.28 99.999  9.999 18.591   0   0 9.999 5505  11 0.067
   858  535.79  369.75 21.172  2.735 18.437  86   0 0.189 5512  10 0.061
   859  458.03  370.86 99.999  9.999 18.769   0   0 9.999 5505  10 0.080
   860  493.53  371.20 21.757  3.269 18.488  85   0 0.371 5509  10 0.062
   880  501.71  388.33 21.735  3.315 18.421  83   0 0.335 5507   9 0.056
   883  458.38  389.97 21.477  2.837 18.640  83   0 0.229 5502   8 0.071
   897  512.74  400.53 21.685  2.923 18.762  82   0 0.265 5499  10 0.076
   906  490.02  408.81 99.999  9.999 18.401   0   0 9.999 5519  13 0.081
   930  461.17  426.63 20.348  2.013 18.335  86   0 0.081 5510  10 0.055
   939  478.70  437.85 21.210  2.986 18.224  86   0 0.189 5510  12 0.052
   943  517.73  443.26 21.349  3.169 18.179  83   0 0.235 5513  12 0.050
   945  484.22  444.26 21.933  3.409 18.524  79   0 0.338 5508  12 0.073
   956  474.22  453.27 99.999  9.999 17.977   0   0 9.999 5524  16 0.069
   966  539.53  460.11 99.999  9.999 18.857   0   0 9.999 5483  17 0.139
   976  528.79  466.21 21.306  2.657 18.649  86   0 0.200 5505  10 0.077
   979  495.12  468.28 21.623  2.944 18.678  84   0 0.239 5504   7 0.073
   986  536.12  473.82 22.194  3.646 18.548  76   0 0.480 5485   7 0.174
   987  460.34  474.95 21.408  2.554 18.854  84   0 0.187 5508   8 0.086
   992  483.06  482.84 21.149  2.590 18.558  84   0 0.185 5505   9 0.068
  1000  512.09  488.78 99.999  9.999 18.928   0   0 9.999 5507   5 0.090
  1002  530.48  493.17 21.696  2.781 18.916  86   0 0.288 5509  10 0.098
  1012  493.53  503.96 21.455  2.782 18.673  86   0 0.294 5513  10 0.075
  1017  478.74  506.86 21.465  2.972 18.493  82   0 0.219 5514   7 0.062
  1018  501.73  506.67 21.413  2.658 18.754  85   0 0.267 5510   9 0.077
  1019  522.92  506.48 21.206  2.774 18.432  85   0 0.202 5509   7 0.065
  1021  543.21  507.69 20.505  2.177 18.328  85   0 0.096 5517  13 0.056
  1023  535.41  513.57 21.329  2.932 18.397  84   0 0.246 5508  11 0.060
  1037  492.87  524.22 21.026  3.196 17.830  85   0 0.192 5517  21 0.103
  1043  515.24  527.49 21.647  2.859 18.788  84   0 0.299 5512  10 0.085
  1045  483.81  528.58 20.857  2.284 18.572  85   0 0.171 5506  13 0.091
  1051  456.50  535.74 21.711  2.803 18.909  85   0 0.360 5513  11 0.094
  1052  455.15  530.73 99.999  9.999 18.533   0   0 9.999 5519  12 0.074
  1058  515.31  534.71 99.999  9.999 18.872   0   0 9.999 5506  10 0.096
  1069  501.79  543.23 21.227  2.379 18.848  84   0 0.178 5389   0 0.248
  1072  495.71  546.59 20.755  2.375 18.380  85   0 0.138 5515  17 0.078
  1081  507.69  553.36 99.999  9.999 18.688   0   0 9.999 3685   0 0.594
  1088  458.43  559.13 21.156  2.906 18.251  85   0 0.164 5517   6 0.054
  1089  490.99  558.08 22.144  3.126 19.019  76   0 0.373 5513   2 0.108
  1095  529.79  292.12 99.999  9.999 19.631   0   0 9.999 5041   2 0.237
  1098  461.43  531.52 99.999  9.999 19.124   0   0 9.999 5515  13 0.123
  1103  461.47  495.74 99.999  9.999 19.450   0   0 9.999 5485  12 0.151
  1106  494.48  232.32 21.166  2.558 18.607  57   0 0.250 3908   6 0.088
  1109  500.71  288.24 99.999  9.999 19.402   0   0 9.999 5164   6 0.141
  1113  529.20  335.42 99.999  9.999 19.988   0   0 9.999 5454   1 0.235
  1114  490.99  343.08 99.999  9.999 19.578   0   0 9.999 5478   6 0.163
  1115  459.36  373.90 99.999  9.999 18.818   0   0 9.999 5510  11 0.091
  1124  485.81  482.22 21.149  2.084 19.065  84   0 0.185 5494  12 0.120
  1127  535.37  509.93 99.999  9.999 19.486   0   0 9.999 5500  11 0.167
  1132  510.64  560.77 99.999  9.999 19.654   0   0 9.999 5428   3 0.235
  1196  524.44  197.18 99.999  9.999 19.521   0   0 9.999 2298   0 0.297
  1213  470.29  202.04 21.121  1.524 19.597  32   0 0.406 2508   2 0.205
  1220  480.34  205.46 99.999  9.999 19.115   0   0 9.999 2726   3 0.148
  1229  498.94  211.71 21.975  2.545 19.430  37   0 0.491 2961   3 0.281
  1238  473.42  210.05 21.546  1.723 19.823  42   0 0.304 2886   2 0.221
  1247  498.82  214.62 99.999  9.999 18.932   0   0 9.999 3162   4 0.174
  1253  469.52  216.01 99.999  9.999 19.699   0   0 9.999 3207   0 0.203
  1263  483.67  218.81 99.999  9.999 19.593   0   0 9.999 3356   2 0.190
  1265  491.54  221.23 99.999  9.999 19.267   0   0 9.999 3454   5 0.179
  1274  541.83  222.27 99.999  9.999 19.495   0   0 9.999 3488   2 0.234
  1285  483.67  225.81 99.999  9.999 19.782   0   0 9.999 3628   1 0.244
  1287  538.90  227.62 99.999  9.999 19.450   0   0 9.999 3749   1 0.240
  1294  539.86  232.29 99.999  9.999 19.150   0   0 9.999 3927   5 0.151
  1300  536.22  234.31 21.545  2.052 19.493  56   0 0.322 3968   2 0.222
  1303  462.39  235.19 99.999  9.999 19.166   0   0 9.999 4011   6 0.118
  1314  482.81  237.24 99.999  9.999 19.559   0   0 9.999 4026   3 0.249
  1326  490.97  243.99 99.999  9.999 19.845   0   0 9.999 4189   2 0.269
  1330  521.60  245.24 99.999  9.999 19.286   0   0 9.999 4298   5 0.155
  1334  531.04  248.25 99.999  9.999 18.801   0   0 9.999 4429  11 0.132
  1338  464.35  250.78 99.999  9.999 19.442   0   0 9.999 4461   5 0.144
  1339  541.61  250.09 22.376  2.898 19.478  62   0 0.470 4426   8 0.190
  1349  500.73  254.11 99.999  9.999 19.235   0   0 9.999 4533   3 0.137
  1356  483.33  258.33 99.999  9.999 19.335   0   0 9.999 4628   9 0.144
  1359  508.93  260.58 22.152  2.536 19.616  67   0 0.490 4682   8 0.178
  1362  503.18  259.85 99.999  9.999 19.896   0   0 9.999 4627   1 0.237
  1371  490.26  264.82 99.999  9.999 19.219   0   0 9.999 4771   7 0.117
  1377  461.78  267.22 99.999  9.999 19.370   0   0 9.999 4812   9 0.135
  1394  459.41  273.46 99.999  9.999 19.757   0   0 9.999 4914   7 0.185
  1396  517.12  275.50 99.999  9.999 19.167   0   0 9.999 4971   7 0.127
  1399  496.78  278.94 99.999  9.999 19.373   0   0 9.999 5015   7 0.141
  1402  490.55  280.70 22.428  3.310 19.118  71   0 0.449 5054  11 0.108
  1405  501.64  278.99 99.999  9.999 19.356   0   0 9.999 5021  10 0.153
  1410  462.97  279.29 99.999  9.999 19.536   0   0 9.999 5031   6 0.165
  1416  523.88  281.02 99.999  9.999 19.624   0   0 9.999 4911   6 0.264
  1423  471.50  284.68 99.999  9.999 19.449   0   0 9.999 5089  14 0.148
  1443  540.69  294.51 99.999  9.999 19.577   0   0 9.999 5226   5 0.198
  1454  498.58  298.61 99.999  9.999 19.483   0   0 9.999 5278   5 0.153
  1460  493.84  300.47 99.999  9.999 18.980   0   0 9.999 5296  10 0.103
  1461  526.71  299.62 99.999  9.999 19.573   0   0 9.999 5279  11 0.200
  1464  484.80  300.55 99.999  9.999 19.148   0   0 9.999 5300   6 0.116
  1465  521.16  300.42 99.999  9.999 19.563   0   0 9.999 5268  13 0.187
  1466  539.18  298.91 99.999  9.999 19.109   0   0 9.999 5295   8 0.118
  1476  457.18  305.05 99.999  9.999 19.177   0   0 9.999 5338   4 0.117
  1478  465.53  305.76 99.999  9.999 19.268   0   0 9.999 5339  12 0.126
  1485  514.27  310.22 21.945  2.614 19.331  77   0 0.371 5372   6 0.130
  1488  509.39  310.21 99.999  9.999 19.458   0   0 9.999 5371   9 0.151
  1490  471.56  311.24 99.999  9.999 19.778   0   0 9.999 5366   9 0.188
  1492  499.37  312.07 99.999  9.999 19.548   0   0 9.999 5385   5 0.162
  1493  525.51  313.09 99.999  9.999 19.017   0   0 9.999 5399   6 0.098
  1500  534.17  315.58 99.999  9.999 18.941   0   0 9.999 5401   8 0.093
  1508  517.75  318.93 99.999  9.999 19.172   0   0 9.999 5427   8 0.113
  1509  521.94  317.63 99.999  9.999 19.419   0   0 9.999 5416   8 0.137
  1511  483.33  319.30 21.723  2.735 18.988  84   0 0.320 5438   7 0.099
  1512  544.06  319.67 21.334  2.038 19.296  86   1 0.180 5418  10 0.160
  1516  473.00  320.86 22.052  2.790 19.263  79   0 0.438 5434   8 0.123
  1517  479.60  319.99 99.999  9.999 19.517   0   0 9.999 5426   9 0.153
  1519  537.92  321.51 99.999  9.999 19.330   0   0 9.999 5433  10 0.138
  1531  484.81  325.97 99.999  9.999 19.735   0   0 9.999 5433   8 0.202
  1535  465.46  328.33 99.999  9.999 18.827   0   0 9.999 5472  10 0.081
  1547  489.55  336.54 21.656  2.542 19.114  83   0 0.311 5490  10 0.119
  1548  491.60  333.12 99.999  9.999 19.659   0   0 9.999 5365   6 0.249
  1554  521.34  337.79 99.999  9.999 19.616   0   0 9.999 5462  10 0.167
  1559  504.57  339.88 99.999  9.999 19.080   0   0 9.999 5493   8 0.108
  1562  517.06  339.10 99.999  9.999 19.474   0   0 9.999 5478   9 0.146
  1576  501.57  346.09 22.068  2.871 19.197  80   0 0.403 5499   6 0.119
  1583  462.20  349.36 21.794  2.727 19.067  83   0 0.341 5499  10 0.104
  1584  466.27  347.60 99.999  9.999 19.407   0   0 9.999 5496   7 0.134
  1591  513.27  349.82 99.999  9.999 19.520   0   0 9.999 5480  10 0.150
  1596  489.65  352.52 99.999  9.999 19.188   0   0 9.999 5496  11 0.107
  1600  536.15  353.63 22.012  2.714 19.297  80   0 0.359 5485  13 0.124
  1601  480.43  354.81 99.999  9.999 19.177   0   0 9.999 5496  13 0.122
  1603  461.08  356.08 99.999  9.999 19.603   0   0 9.999 5488   8 0.172
  1607  548.06  356.01 99.999  9.999 19.446   0   0 9.999 5492  10 0.142
  1613  515.96  360.04 22.331  2.910 19.421  78   0 0.475 5492   9 0.136
  1620  505.43  361.32 22.159  3.014 19.145  72   0 0.459 5501  12 0.105
  1648  541.60  371.15 99.999  9.999 19.234   0   0 9.999 5493  12 0.132
  1667  541.98  378.47 21.926  2.976 18.950  80   0 0.380 5518  11 0.103
  1675  488.98  379.64 99.999  9.999 19.504   0   0 9.999 5492  11 0.145
  1681  530.81  384.84 99.999  9.999 19.551   0   0 9.999 5503   5 0.178
  1686  508.20  383.64 99.999  9.999 19.317   0   0 9.999 5490   9 0.124
  1687  541.87  383.29 99.999  9.999 19.479   0   0 9.999 5499   5 0.170
  1692  547.34  385.27 99.999  9.999 19.840   0   0 9.999 5476   1 0.224
  1705  518.02  392.16 99.999  9.999 19.791   0   0 9.999 5464   7 0.193
  1711  548.14  393.33 99.999  9.999 19.294   0   0 9.999 5503   7 0.128
  1717  464.74  393.59 99.999  9.999 19.022   0   0 9.999 5501  10 0.099
  1718  493.19  394.38 99.999  9.999 19.362   0   0 9.999 5498   7 0.130
  1723  468.91  396.95 99.999  9.999 19.209   0   0 9.999 5499   9 0.120
  1724  486.60  396.71 99.999  9.999 19.681   0   0 9.999 5474   4 0.191
  1732  474.72  400.19 99.999  9.999 19.403   0   0 9.999 5500   8 0.146
  1733  504.60  399.17 99.999  9.999 19.429   0   0 9.999 5502   3 0.139
  1734  528.17  398.90 99.999  9.999 19.503   0   0 9.999 5476   8 0.183
  1738  537.80  400.90 21.926  2.186 19.741  84   0 0.382 5487   9 0.196
  1741  466.24  402.91 99.999  9.999 18.996   0   0 9.999 5509  10 0.095
  1745  526.70  404.85 99.999  9.999 19.077   0   0 9.999 5497  18 0.143
  1750  531.63  405.83 99.999  9.999 19.304   0   0 9.999 5491   9 0.174
  1755  481.24  404.94 99.999  9.999 19.855   0   0 9.999 5422   3 0.237
  1756  538.33  404.94 99.999  9.999 19.729   0   0 9.999 5482   1 0.196
  1769  503.14  409.41 99.999  9.999 19.609   0   0 9.999 5486   8 0.162
  1771  540.53  411.93 99.999  9.999 19.310   0   0 9.999 5490   7 0.139
  1777  488.91  414.26 99.999  9.999 19.586   0   0 9.999 5499   5 0.192
  1778  534.66  412.50 99.999  9.999 19.696   0   0 9.999 5413   7 0.238
  1785  547.71  418.21 99.999  9.999 19.136   0   0 9.999 5497  13 0.146
  1787  491.21  420.36 22.204  2.874 19.330  75   0 0.406 5488   4 0.133
  1791  495.15  418.75 99.999  9.999 19.366   0   0 9.999 5494   4 0.136
  1796  476.92  424.43 21.898  2.997 18.900  78   0 0.336 5502  11 0.089
  1799  479.42  420.74 99.999  9.999 19.565   0   0 9.999 5484   9 0.162
  1800  518.84  421.89 99.999  9.999 19.226   0   0 9.999 5503   7 0.124
  1801  548.26  422.72 99.999  9.999 19.079   0   0 9.999 5500   7 0.115
  1803  498.34  423.92 99.999  9.999 19.094   0   0 9.999 5505   7 0.105
  1807  512.97  425.10 99.999  9.999 19.091   0   0 9.999 5510   2 0.106
  1816  482.93  427.20 99.999  9.999 19.620   0   0 9.999 5479   7 0.187
  1817  516.86  426.22 99.999  9.999 19.137   0   0 9.999 5501  11 0.117
  1821  503.86  427.25 99.999  9.999 19.342   0   0 9.999 5501   4 0.130
  1822  528.34  427.60 99.999  9.999 19.200   0   0 9.999 5500   5 0.115
  1826  509.38  429.13 99.999  9.999 19.124   0   0 9.999 5495  13 0.108
  1831  465.27  431.33 99.999  9.999 18.926   0   0 9.999 5508   8 0.092
  1836  476.52  431.57 99.999  9.999 19.420   0   0 9.999 5496   5 0.146
  1837  509.42  432.80 99.999  9.999 19.182   0   0 9.999 5499   6 0.115
  1838  536.49  432.27 99.999  9.999 19.281   0   0 9.999 5496   6 0.132
  1847  469.16  433.63 99.999  9.999 19.666   0   0 9.999 5473   6 0.182
  1852  475.14  439.29 99.999  9.999 19.610   0   0 9.999 5482   7 0.196
  1854  468.16  440.55 99.999  9.999 18.868   0   0 9.999 5508  17 0.101
  1862  507.54  443.81 99.999  9.999 19.507   0   0 9.999 5500   2 0.153
  1868  464.62  447.63 99.999  9.999 19.337   0   0 9.999 5496   7 0.139
  1873  456.43  449.60 99.999  9.999 19.314   0   0 9.999 5501   8 0.128
  1878  505.67  452.23 99.999  9.999 19.240   0   0 9.999 5496   9 0.117
  1883  468.19  452.75 99.999  9.999 19.454   0   0 9.999 5503   5 0.184
  1884  480.78  454.28 99.999  9.999 19.328   0   0 9.999 5486   5 0.178
  1885  512.70  454.13 99.999  9.999 19.103   0   0 9.999 5502   8 0.106
  1905  498.44  459.60 99.999  9.999 19.426   0   0 9.999 5496  10 0.135
  1906  457.09  462.14 99.999  9.999 19.171   0   0 9.999 5506   5 0.111
  1907  481.39  461.45 99.999  9.999 19.602   0   0 9.999 5421   5 0.254
  1912  486.14  462.67 99.999  9.999 19.205   0   0 9.999 5503   4 0.144
  1914  526.41  463.18 99.999  9.999 19.466   0   0 9.999 5500   5 0.157
  1922  492.89  466.03 99.999  9.999 19.710   0   0 9.999 5480   4 0.184
  1924  477.22  467.35 99.999  9.999 19.910   0   0 9.999 5470   5 0.250
  1925  507.74  467.86 99.999  9.999 18.915   0   0 9.999 5498   9 0.094
  1926  539.28  469.28 99.999  9.999 18.753   0   0 9.999 5257   5 0.309
  1942  489.22  471.96 21.403  2.282 19.121  85   0 0.273 5510   7 0.106
  1944  492.42  472.27 99.999  9.999 19.562   0   0 9.999 5483   7 0.163
  1949  469.24  472.81 99.999  9.999 19.745   0   0 9.999 5484   7 0.184
  1952  517.89  473.48 99.999  9.999 19.762   0   0 9.999 5467  10 0.202
  1955  547.90  477.64 99.999  9.999 19.344   0   0 9.999 5283   5 0.299
  1962  536.92  478.10 99.999  9.999 19.307   0   0 9.999 5453   4 0.224
  1973  509.88  481.36 99.999  9.999 19.349   0   0 9.999 5499   6 0.134
  1993  547.14  489.42 99.999  9.999 19.221   0   0 9.999 5491  11 0.137
  2001  529.86  490.01 99.999  9.999 19.604   0   0 9.999 5497   7 0.185
  2003  520.88  491.50 99.999  9.999 19.658   0   0 9.999 5491   6 0.172
  2004  479.12  492.80 99.999  9.999 19.452   0   0 9.999 5497  10 0.144
