 40140  479.14 4252.63 17.164  1.713 15.451  60   0 0.011  747   1 0.009
 40141  263.59 4257.60 17.766  2.047 15.719  58   0 0.014  692   0 0.007
 40143  267.83 4277.70 17.806  1.888 15.918  40   1 0.018  465   1 0.015
 40144  337.60 4287.34 17.687  1.992 15.695  32   0 0.014  367   2 0.017
 40145  490.79 4290.25 17.201  9.999 99.999  28   0 0.009    0   0 9.999
 40146  275.23 3990.44 99.999  9.999 15.837   0   0 9.999  993   0 0.012
 40148  476.90 4253.76 17.164  0.957 16.207  60   0 0.011  743   1 0.018
 40158  458.44 3971.41 18.161  1.922 16.240  82   0 0.017  992   1 0.011
 40159  374.56 3978.64 17.841  1.177 16.665  82   0 0.011  993   0 0.015
 40160  348.40 3982.48 17.824  1.767 16.058  80   2 0.015  992   1 0.014
 40165  378.58 3990.26 17.846  1.417 16.429  82   0 0.013  990   3 0.015
 40167  364.21 3991.23 17.985  9.999 99.999  82   0 0.016    0   0 9.999
 40171  380.49 4007.68 18.092  1.895 16.197  82   0 0.016  991   2 0.015
 40172  326.06 4010.57 18.319  1.958 16.361  82   0 0.020  991   2 0.013
 40177  540.18 4028.68 18.063  1.946 16.116  82   0 0.017  991   2 0.011
 40179  413.99 4035.46 18.693  1.907 16.785  81   0 0.024  991   2 0.014
 40180  470.70 4039.23 17.867  1.910 15.957  82   0 0.014  992   1 0.008
 40181  408.56 4053.33 18.109  1.849 16.260  82   0 0.021  989   4 0.012
 40182  313.10 4057.74 17.957  1.069 16.887  81   1 0.018  992   1 0.018
 40183  414.04 4063.47 17.973  1.759 16.214  82   0 0.017  993   0 0.016
 40184  473.43 4066.66 17.861  1.869 15.993  82   0 0.014  990   3 0.008
 40186  524.29 4077.17 17.205  1.072 16.133  82   0 0.009  989   4 0.009
 40187  299.04 4078.10 99.999  9.999 16.525   0   0 9.999  992   1 0.013
 40189  468.09 4079.38 18.367  1.969 16.398  82   0 0.022  992   1 0.011
 40190  400.83 4087.36 17.239  0.972 16.268  82   0 0.012  987   6 0.016
 40191  337.16 4094.80 17.932  1.825 16.107  82   0 0.015  990   2 0.011
 40192  361.01 4095.17 18.505  1.804 16.701  81   0 0.019  991   1 0.014
 40193  340.88 4107.32 19.626  2.946 16.680  81   1 0.120  985   0 0.117
 40194  287.25 4114.64 18.485  1.781 16.704  81   0 0.019  979   1 0.014
 40195  306.63 4118.53 18.332  1.536 16.796  81   0 0.022  976   2 0.018
 40196  337.85 4118.98 18.339  2.075 16.264  81   0 0.029  973   3 0.033
 40197  404.83 4120.76 18.821  2.002 16.819  80   0 0.024  974   1 0.014
 40201  319.96 4152.49 18.117  1.875 16.242  76   0 0.017  957   3 0.010
 40202  482.47 4167.39 18.073  1.411 16.663  74   0 0.018  940   7 0.024
 40203  478.56 4165.22 17.598  1.703 15.895  74   0 0.023  945   3 0.020
 40204  539.08 4171.04 18.474  1.930 16.544  74   0 0.026  943   1 0.013
 40205  347.50 4171.54 17.381  1.100 16.281  74   0 0.009  942   2 0.010
 40206  381.80 4188.14 18.468  1.602 16.865  73   0 0.022  916   2 0.017
 40207  391.22 4194.90 18.492  1.649 16.844  70   0 0.024  909   0 0.014
 40208  486.49 4199.41 17.805  1.850 15.955  69   0 0.018  904   0 0.011
 40209  495.92 4198.88 18.373  1.754 16.618  69   0 0.020  905   0 0.012
 40211  395.01 4208.12 18.087  1.826 16.261  67   0 0.017  892   1 0.010
 40214  310.72 4225.40 17.462  1.025 16.437  64   0 0.110  863   0 0.067
 40216  493.38 4233.14 17.201  1.122 16.079  63   0 0.011  840   2 0.009
 40221  291.88 4268.17 17.959  1.882 16.077  53   0 0.014  558   0 0.009
 40222  411.43 4268.07 18.284  1.953 16.331  54   0 0.018  557   1 0.012
 40223  277.91 4280.88 18.057  1.741 16.316  36   0 0.016  431   4 0.011
 40224  329.63 4282.46 17.903  1.159 16.744  33   0 0.016  411   1 0.023
 40226  537.73 4292.82 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 40227  332.75 4295.36 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 40229  311.16 4054.31 17.955  1.272 16.683  82   0 0.019  992   1 0.015
 40230  298.31 4081.43 99.999  9.999 18.132   0   0 9.999  991   1 0.059
 40231  287.39 4118.39 19.894  1.755 18.139  81   0 0.077  976   2 0.048
 40232  542.01 4168.74 19.689  1.516 18.172  74   0 0.062  943   0 0.058
 40234  398.19 4206.20 18.730  1.650 17.081  66   1 0.029  892   1 0.020
 40256  311.16 3975.96 19.073  1.838 17.235  82   0 0.035  991   2 0.024
 40257  418.16 3976.88 19.048  1.700 17.348  82   0 0.037  986   5 0.029
 40258  284.70 3977.95 18.987  1.743 17.244  82   0 0.034  989   3 0.024
 40259  292.66 3978.46 18.760  1.817 16.943  82   0 0.030  990   3 0.019
 40260  390.36 3977.45 18.906  1.455 17.451  81   0 0.033  992   0 0.024
 40264  335.07 3980.16 18.793  1.376 17.417  81   0 0.026  992   1 0.027
 40265  409.82 3981.01 18.685  1.468 17.217  82   0 0.028  990   1 0.022
 40266  285.80 3982.34 18.411  1.298 17.113  82   0 0.022  990   3 0.022
 40267  434.41 3980.75 99.999  9.999 17.645   0   0 9.999  943   1 0.339
 40268  539.01 3989.90 18.959  1.751 17.208  82   0 0.033  987   5 0.024
 40269  441.67 3988.93 99.999  9.999 18.208   0   0 9.999  925   0 0.430
 40271  410.09 3994.22 18.303  1.153 17.150  82   0 0.019  992   1 0.020
 40272  542.84 3994.57 18.395  1.118 17.277  82   0 0.021  991   2 0.025
 40279  304.86 4004.62 18.978  1.816 17.162  80   1 0.056  989   4 0.056
 40281  366.71 4004.73 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 40285  409.61 4012.48 19.544  2.453 17.091  82   0 0.061  992   1 0.027
 40286  258.85 4015.14 99.999  9.999 17.419   0   0 9.999  990   2 0.023
 40288  301.50 4015.66 18.596  1.557 17.039  81   1 0.028  992   1 0.019
 40289  537.68 4015.90 18.910  1.401 17.509  82   0 0.033  989   2 0.032
 40291  418.45 4021.35 18.628  1.535 17.093  82   0 0.030  990   2 0.018
 40292  365.59 4022.75 18.917  1.963 16.954  81   0 0.033  991   1 0.025
 40293  413.15 4022.73 19.352  1.553 17.799  82   0 0.049  988   3 0.032
 40294  401.10 4029.98 18.698  1.536 17.162  81   0 0.029  992   1 0.019
 40296  530.43 4037.51 18.857  1.773 17.084  81   0 0.027  991   2 0.018
 40297  334.43 4040.62 18.774  1.402 17.372  82   0 0.027  990   2 0.021
 40298  393.81 4046.76 19.167  1.824 17.343  81   0 0.042  991   1 0.025
 40301  494.47 4047.94 19.228  1.789 17.439  81   0 0.038  990   1 0.025
 40305  505.49 4050.70 19.850  2.032 17.818  81   1 0.058  991   1 0.034
 40306  378.30 4056.62 19.068  2.012 17.057  82   0 0.030  990   2 0.017
 40307  314.47 4063.14 18.924  1.562 17.362  82   0 0.030  991   0 0.025
 40309  448.07 4061.62 99.999  9.999 17.605   0   0 9.999  991   0 0.025
 40310  545.18 4062.04 18.594  1.568 17.026  80   1 0.024  989   2 0.016
 40312  530.42 4065.19 19.169  1.669 17.499  81   0 0.033  989   2 0.023
 40314  408.16 4066.09 19.269  1.856 17.413  82   0 0.059  989   4 0.076
 40316  351.71 4070.41 18.888  1.887 17.002  81   0 0.028  991   0 0.016
 40317  403.78 4068.96 99.999  9.999 17.438   0   0 9.999  990   1 0.232
 40318  506.27 4070.36 18.866  1.464 17.401  81   0 0.031  987   4 0.023
 40319  328.73 4072.28 19.343  1.925 17.418  82   0 0.058  991   1 0.031
 40321  434.09 4074.91 18.940  1.433 17.507  81   0 0.025  989   2 0.024
 40322  538.49 4076.96 19.030  1.763 17.266  81   0 0.034  990   2 0.019
 40323  410.73 4081.96 20.036  1.792 18.244  81   0 0.075  986   2 0.169
 40324  453.35 4077.42 18.832  1.311 17.521  81   0 0.026  991   2 0.029
 40325  499.55 4081.66 19.355  1.714 17.641  81   0 0.049  988   4 0.027
 40326  307.98 4085.70 18.730  1.618 17.112  81   0 0.024  990   1 0.018
 40328  412.79 4088.48 18.996  1.684 17.312  81   0 0.030  989   2 0.029
 40329  352.25 4095.29 18.865  1.327 17.538  82   0 0.035  989   1 0.029
 40330  507.83 4097.72 19.273  1.741 17.532  81   0 0.041  986   2 0.024
 40331  413.59 4100.95 18.001  1.105 16.896  82   0 0.019  984   4 0.017
 40333  272.58 4102.39 19.271  1.354 17.917  81   0 0.037  986   1 0.097
 40337  360.52 4109.26 18.900  1.396 17.504  81   0 0.027  982   1 0.031
 40338  369.52 4110.55 18.686  1.595 17.091  81   0 0.027  981   2 0.018
 40339  375.77 4108.85 18.932  1.057 17.875  80   1 0.027  982   0 0.034
 40340  392.07 4112.12 18.974  1.491 17.483  80   0 0.034  980   0 0.025
 40343  346.06 4115.11 99.999  9.999 17.234   0   0 9.999  980   0 0.165
 40344  442.49 4114.68 19.053  1.477 17.576  80   0 0.031  978   0 0.027
 40347  318.07 4121.30 19.715  2.038 17.678  80   0 0.101  973   0 0.060
 40348  304.40 4122.46 99.999  9.999 17.082   0   0 9.999  972   3 0.036
 40350  258.41 4123.49 18.608  1.391 17.217  80   0 0.029  973   1 0.022
 40351  448.08 4128.86 18.304  0.973 17.331  81   0 0.021  972   0 0.020
 40352  423.38 4131.82 18.729  1.223 17.506  80   0 0.025  970   2 0.023
 40354  435.96 4135.37 19.159  1.504 17.655  79   0 0.033  966   1 0.026
 40355  263.62 4136.95 19.022  1.753 17.269  78   0 0.033  967   0 0.020
 40358  297.71 4140.56 18.968  1.644 17.325  78   0 0.029  963   1 0.021
 40360  473.14 4142.88 18.899  1.325 17.574  76   0 0.027  962   0 0.024
 40361  443.88 4146.10 18.764  1.164 17.599  77   0 0.028  960   0 0.025
 40362  411.88 4147.22 18.930  1.478 17.452  76   0 0.030  959   0 0.023
 40364  291.20 4145.76 19.354  1.304 18.050  76   0 0.050  956   4 0.048
 40365  536.62 4148.12 19.125  1.668 17.457  77   0 0.039  955   4 0.030
 40371  433.89 4159.31 99.999  9.999 17.578   0   0 9.999  949   3 0.025
 40372  443.22 4160.68 18.933  1.841 17.092  74   0 0.034  951   2 0.017
 40375  272.70 4172.42 18.990  1.860 17.130  74   0 0.036  941   2 0.028
 40377  508.98 4173.16 19.351  1.626 17.725  73   0 0.040  936   0 0.029
 40379  298.76 4174.94 18.974  1.230 17.744  73   0 0.035  930   2 0.038
 40380  307.48 4175.50 18.422  1.095 17.327  72   1 0.034  932   0 0.038
 40381  303.22 4176.70 18.439  1.459 16.980  73   0 0.032  931   1 0.032
 40383  380.58 4178.86 18.923  1.007 17.915  73   0 0.035  930   0 0.057
 40384  397.05 4178.84 19.122  1.860 17.262  73   0 0.065  931   0 0.047
 40385  463.29 4178.55 18.957  1.445 17.512  72   0 0.025  927   2 0.024
 40386  548.52 4180.19 19.103  1.568 17.535  71   1 0.032  925   2 0.025
 40387  519.31 4187.91 18.649  1.413 17.236  73   0 0.025  917   1 0.020
 40388  331.45 4188.16 19.161  1.659 17.502  72   1 0.033  915   1 0.024
 40390  457.38 4194.64 19.084  1.466 17.618  69   1 0.033  905   3 0.025
 40391  464.78 4196.57 18.275  1.062 17.213  70   1 0.020  902   3 0.021
 40392  432.84 4198.41 18.400  1.305 17.094  69   0 0.020  903   1 0.017
 40394  309.75 4199.87 19.246  1.643 17.603  68   0 0.041  900   2 0.032
 40396  291.14 4205.16 19.341  1.721 17.620  66   0 0.040  890   3 0.033
 40397  412.32 4208.24 19.411  1.848 17.563  66   0 0.044  891   0 0.024
 40399  527.76 4211.28 19.067  1.759 17.308  67   0 0.034  887   2 0.042
 40400  308.63 4213.24 18.995  1.388 17.608  67   0 0.035  881   2 0.031
 40404  405.10 4215.71 18.870  1.277 17.592  66   0 0.031  879   0 0.025
 40405  263.63 4218.04 19.059  9.999 99.999  64   1 0.069    0   0 9.999
 40406  282.74 4217.51 19.265  1.701 17.564  64   0 0.037  875   0 0.033
 40407  271.56 4219.07 18.669  1.590 17.080  65   0 0.031  875   0 0.029
 40408  505.41 4218.73 18.998  1.412 17.586  64   0 0.033  874   0 0.025
 40409  263.09 4223.38 19.904  9.999 99.999  63   1 0.154    0   0 9.999
 40410  321.73 4221.79 19.279  1.562 17.718  64   0 0.033  866   1 0.028
 40411  260.47 4225.32 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 40412  433.65 4226.34 19.107  1.416 17.690  63   0 0.039  854   2 0.026
 40413  399.94 4233.91 19.089  1.438 17.652  63   0 0.036  840   0 0.030
 40414  406.09 4236.18 18.774  1.673 17.101  63   0 0.027  829   0 0.021
 40417  540.05 4244.14 18.773  1.752 17.022  63   0 0.023  802   2 0.025
 40419  456.82 4248.23 18.995  1.817 17.177  60   0 0.030  783   0 0.018
 40421  502.94 4249.84 19.185  1.404 17.780  61   0 0.039  773   1 0.028
 40422  467.19 4251.21 19.120  1.408 17.712  60   0 0.039  754   1 0.031
 40423  397.29 4254.72 19.128  1.691 17.437  59   0 0.044  717   0 0.021
 40424  413.36 4254.36 19.533  1.992 17.541  58   0 0.046  733   0 0.025
 40425  524.71 4256.92 18.696  1.378 17.318  58   1 0.021  690   1 0.020
 40427  517.85 4261.67 19.129  1.429 17.700  54   0 0.029  649   0 0.027
 40429  541.93 4263.69 19.058  1.751 17.307  55   0 0.033  622   2 0.044
 40430  313.05 4269.48 18.539  1.406 17.133  52   0 0.030  548   0 0.030
 40432  405.69 4271.84 18.502  1.369 17.133  49   0 0.021  516   2 0.027
 40434  298.00 4274.08 19.010  1.839 17.171  45   0 0.034  497   0 0.027
 40435  381.73 4273.42 19.178  1.839 17.339  45   0 0.034  510   0 0.022
 40437  334.21 4275.32 19.338  1.771 17.567  43   0 0.049  489   1 0.026
 40438  526.53 4275.94 18.893  1.533 17.360  44   0 0.033  478   0 0.051
 40442  487.26 4277.87 19.322  1.022 18.300  41   0 0.129  456   0 0.190
 40445  368.27 4287.14 18.979  1.891 17.088  30   0 0.033  368   0 0.056
 40446  310.62 4292.91 19.431  9.999 99.999  28   0 0.045    0   0 9.999
 40447  482.99 4294.15 19.564  9.999 99.999  28   0 0.061    0   0 9.999
 40448  365.60 4296.20 18.763  9.999 99.999  26   1 0.017    0   0 9.999
 40449  409.90 4298.14 20.073  9.999 99.999  27   0 0.107    0   0 9.999
 40450  323.25 4298.37 19.142  9.999 99.999  26   0 0.033    0   0 9.999
 40459  392.33 4043.51 19.764  1.468 18.296  81   0 0.071  989   2 0.050
 40462  445.43 4063.42 99.999  9.999 18.434   0   0 9.999  990   1 0.054
 40464  508.25 4072.35 20.237  1.893 18.344  82   0 0.101  988   3 0.052
 40465  455.36 4078.87 99.999  9.999 18.214   0   0 9.999  991   0 0.056
 40467  273.01 4104.31 19.271  0.657 18.614  81   0 0.037  983   1 0.216
 40469  452.76 4129.45 99.999  9.999 18.263   0   0 9.999  972   0 0.046
 40471  445.82 4140.02 20.588  1.360 19.228  79   0 0.162  961   1 0.101
 40475  512.49 4174.76 20.460  1.495 18.965  72   0 0.107  929   1 0.089
 40478  377.22 4171.28 19.994  1.367 18.627  73   0 0.073  939   2 0.063
 40479  400.51 4182.08 20.142  1.924 18.219  72   0 0.106  928   1 0.064
 40480  462.70 4194.25 99.999  9.999 18.143   0   0 9.999  905   5 0.045
 40483  405.75 4209.07 20.051  1.109 18.942  65   1 0.073  887   1 0.089
 40485  463.81 4248.31 20.421  1.511 18.910  59   0 0.103  779   1 0.084
 40486  410.78 4253.50 19.438  1.182 18.256  59   0 0.037  744   0 0.048
 40531  383.76 3969.23 19.483  1.582 17.902  81   0 0.046  992   0 0.034
 40535  347.74 3969.24 19.785  1.337 18.448  81   0 0.061  990   0 0.057
 40537  319.32 3974.61 19.796  1.726 18.070  81   0 0.058  988   3 0.040
 40539  276.15 3975.62 19.850  1.625 18.225  81   0 0.071  991   1 0.046
 40540  396.13 3975.78 19.195  1.392 17.803  81   0 0.042  991   0 0.031
 40543  339.82 3977.71 20.170  2.229 17.941  81   0 0.097  990   1 0.043
 40545  453.51 3979.14 19.170  1.522 17.648  81   0 0.044  989   2 0.036
 40547  496.67 3982.29 19.641  1.697 17.944  81   0 0.066  991   0 0.034
 40549  307.28 3982.96 99.999  9.999 17.898   0   0 9.999  993   0 0.083
 40550  341.09 3982.60 19.778  1.629 18.149  82   0 0.068  989   2 0.062
 40551  441.48 3982.81 19.770  1.813 17.957  80   1 0.070  976   1 0.279
 40552  276.90 3985.30 19.648  1.360 18.288  81   0 0.053  988   4 0.059
 40553  425.24 3984.04 19.680  1.799 17.881  81   0 0.056  976   7 0.116
 40555  403.60 3985.78 19.991  2.077 17.914  81   0 0.066  991   0 0.036
 40558  350.51 3986.96 19.263  1.525 17.738  81   0 0.046  988   4 0.089
 40559  360.93 3985.80 19.984  1.110 18.873  82   0 0.076  990   1 0.230
 40560  396.99 3988.41 19.915  1.761 18.154  81   0 0.071  992   0 0.044
 40561  368.66 3989.55 19.636  1.357 18.278  82   0 0.058  990   1 0.137
 40562  450.15 3987.44 20.059  1.613 18.447  81   0 0.082  990   1 0.084
 40563  325.11 3987.82 20.014  1.707 18.306  81   0 0.092  991   0 0.056
 40564  524.58 3990.35 19.596  1.739 17.856  81   0 0.051  991   0 0.031
 40566  299.56 3991.52 19.728  1.318 18.410  80   1 0.072  978   6 0.093
 40567  307.56 3988.80 99.999  9.999 18.585   0   0 9.999  986   4 0.118
 40568  439.76 3991.83 99.999  9.999 18.055   0   0 9.999  935   0 0.391
 40571  358.98 3996.80 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 40572  515.79 3995.10 19.815  1.449 18.366  81   0 0.071  988   2 0.046
 40573  266.16 3997.32 19.301  1.207 18.094  82   0 0.045  990   1 0.045
 40574  345.99 3996.80 19.655  1.613 18.041  81   0 0.058  975   6 0.154
 40575  415.49 3995.87 19.676  1.303 18.373  81   0 0.060  987   4 0.058
 40576  367.91 4000.19 20.846  9.999 99.999  75   0 0.441    0   0 9.999
 40577  470.85 4002.67 20.335  1.910 18.425  81   0 0.107  990   1 0.049
 40578  496.81 4002.68 19.741  1.434 18.307  81   0 0.059  991   0 0.046
 40579  536.89 4004.89 18.324  1.387 16.937  81   1 0.025  991   2 0.032
 40580  387.37 4005.59 20.013  2.170 17.843  81   0 0.076  991   0 0.038
 40582  466.61 4005.34 20.073  1.702 18.370  81   0 0.079  990   0 0.048
 40583  522.47 4005.25 20.075  1.886 18.189  81   0 0.081  990   1 0.051
 40584  330.39 4007.14 19.523  1.484 18.038  82   0 0.054  990   1 0.056
 40585  372.05 4011.14 19.157  1.380 17.777  81   0 0.036  987   5 0.119
 40586  439.82 4008.93 19.708  1.641 18.067  81   0 0.057  991   0 0.045
 40587  541.84 4008.53 20.519  1.895 18.624  82   0 0.133  990   0 0.133
 40591  307.01 4011.40 20.763  2.092 18.670  82   0 0.201  984   4 0.112
 40592  349.21 4009.57 19.978  9.999 99.999  81   0 0.078    0   0 9.999
 40593  388.91 4009.74 19.632  0.974 18.658  81   0 0.056  990   0 0.078
 40597  456.06 4013.72 20.261  1.781 18.481  81   0 0.079  989   0 0.056
 40598  495.72 4014.71 19.590  1.166 18.424  81   0 0.046  989   0 0.052
 40602  293.77 4016.23 19.821  1.232 18.589  82   0 0.075  989   2 0.073
 40603  405.86 4016.72 19.596  1.434 18.162  82   0 0.063  989   2 0.048
 40604  343.65 4017.79 19.700  1.670 18.029  82   0 0.069  991   1 0.070
 40605  472.24 4016.89 19.981  1.505 18.475  82   0 0.073  990   0 0.054
 40607  333.76 4019.33 20.106  1.822 18.284  82   0 0.085  989   2 0.061
 40609  327.13 4022.51 19.316  1.397 17.919  80   1 0.050  990   2 0.080
 40611  533.47 4023.53 19.971  1.500 18.471  82   0 0.084  990   1 0.059
 40612  384.62 4024.80 19.742  1.806 17.936  81   0 0.062  990   0 0.036
 40615  270.34 4027.01 19.565  1.643 17.922  81   0 0.063  991   0 0.034
 40618  425.36 4029.15 19.627  1.848 17.779  81   0 0.053  990   1 0.028
 40619  462.21 4029.73 20.215  1.664 18.551  82   0 0.098  990   0 0.057
 40620  339.10 4032.51 19.470  1.329 18.141  81   0 0.046  991   0 0.045
 40621  383.56 4033.59 19.537  1.544 17.992  81   0 0.050  989   2 0.036
 40622  261.85 4035.40 19.314  1.306 18.009  81   0 0.046  989   1 0.036
 40623  268.51 4033.70 19.843  1.404 18.439  81   0 0.061  991   0 0.055
 40624  464.20 4035.02 19.843  1.432 18.411  82   0 0.074  991   0 0.052
 40626  355.26 4035.28 20.014  1.457 18.556  81   0 0.074  988   1 0.065
 40629  273.98 4037.39 19.398  1.422 17.975  81   0 0.046  989   1 0.036
 40630  482.43 4037.11 19.559  1.377 18.182  80   0 0.107  992   0 0.116
 40634  495.38 4039.21 19.479  1.342 18.138  81   0 0.039  990   1 0.040
 40635  263.48 4039.10 19.346  1.237 18.109  82   0 0.041  990   1 0.043
 40636  539.40 4039.80 19.920  1.819 18.101  81   0 0.077  989   1 0.039
 40638  320.36 4040.59 19.756  1.301 18.455  81   0 0.064  989   2 0.054
 40639  409.36 4040.51 20.095  1.688 18.407  82   0 0.094  990   1 0.064
 40640  286.32 4042.08 20.101  1.203 18.898  81   0 0.085  991   0 0.094
 40641  327.93 4042.16 19.619  1.826 17.792  81   0 0.043  989   2 0.030
 40643  499.08 4042.56 20.750  2.395 18.354  81   0 0.163  990   0 0.051
 40644  518.69 4042.80 20.214  1.764 18.450  81   0 0.099  985   6 0.060
 40645  273.87 4044.66 19.331  1.421 17.910  81   0 0.045  989   2 0.035
 40646  511.79 4043.83 20.242  1.812 18.430  80   0 0.091  989   2 0.053
 40652  544.06 4049.36 20.265  1.748 18.517  81   0 0.091  988   2 0.059
 40653  281.85 4050.42 19.636  1.178 18.457  82   0 0.061  992   1 0.087
 40654  386.18 4051.29 19.890  1.605 18.284  82   0 0.074  992   0 0.049
 40656  464.53 4053.27 19.512  1.739 17.773  81   0 0.048  992   0 0.028
 40660  311.31 4056.97 17.957  0.935 17.022  81   1 0.018  992   1 0.022
 40662  329.04 4057.75 19.642  1.410 18.231  81   0 0.052  989   2 0.045
 40663  358.33 4057.92 19.772  1.546 18.226  81   0 0.067  991   0 0.044
 40664  530.43 4057.82 19.647  1.455 18.192  81   0 0.048  990   0 0.039
 40665  345.81 4059.78 19.521  1.686 17.835  80   1 0.050  984   7 0.036
